width,element_id,n1,n2,family,mean_tension_per_rope_kn,sigma_per_rope_kn,peak_mean_plus_3p5sigma_kn,capacity_ratio_to_break
R,1222,1222,1223,gantry_rope,526.684586172633,16.107248619832404,583.0599563420463,
R,1223,1223,1224,gantry_rope,527.4713612657582,16.136819546921476,583.9502296799834,
R,1224,1224,1225,gantry_rope,527.7217138907585,16.143495543857377,584.2239482942592,
R,1225,1225,1226,gantry_rope,527.965433391306,16.149837759360345,584.4898655490672,
R,1226,1226,1227,gantry_rope,528.2125325683866,16.156130225388463,584.7589883572462,
R,1227,1227,1228,gantry_rope,528.4747014378283,16.16265293407674,585.0439867070969,
R,1228,1228,1229,gantry_rope,529.2241351543572,16.190403598181486,585.8905477479924,
R,1229,1229,1230,gantry_rope,529.4197174982786,16.19514555854341,586.1027269531805,
R,1230,1230,1231,gantry_rope,529.7674277476078,16.203339100701864,586.4791146000643,
R,1231,1231,1232,gantry_rope,530.1201837214677,16.211409010414627,586.8601152579189,
R,1232,1232,1233,gantry_rope,530.4495378044537,16.218697656290786,587.2149796014714,
R,1233,1233,1234,gantry_rope,531.5251960235323,16.24184629898552,588.3716580699817,
R,1234,1234,1235,gantry_rope,531.828446239843,16.248168128407166,588.697034689268,
R,1235,1235,1236,gantry_rope,532.1217185571988,16.25412087939305,589.0111416350745,
R,1236,1236,1237,gantry_rope,532.4200168469227,16.25997459612501,589.3299279333603,
R,1237,1237,1238,gantry_rope,532.7333518560692,16.265986301968585,589.6643039129593,
R,1238,1238,1239,gantry_rope,533.7659848170238,16.297288141691304,590.8064933129433,
R,1239,1239,1240,gantry_rope,534.0963210204161,16.303167019388496,591.1574055882759,
R,1240,1240,1241,gantry_rope,534.4150259866802,16.308671412263497,591.4953759296025,
R,1241,1241,1242,gantry_rope,534.7371115921002,16.314052518578205,591.8362954071239,
R,1242,1242,1243,gantry_rope,535.0792668851277,16.31954408738628,592.1976711909797,
R,1243,1243,1244,gantry_rope,536.1916548446023,16.350371890077994,593.4179564598753,
R,1244,1244,1245,gantry_rope,536.5491273434209,16.35562396586069,593.7938112239333,
R,1245,1245,1246,gantry_rope,536.8932617290275,16.360503515379346,594.1550240328552,
R,1246,1246,1247,gantry_rope,537.2407479946419,16.365234956313394,594.5190703417387,
R,1247,1247,1248,gantry_rope,537.6082818543954,16.370020792072655,594.9033546266497,
R,1248,1248,1249,gantry_rope,538.9575148724729,16.38647863734731,596.3101901031885,
R,1249,1249,1250,gantry_rope,539.3407422038042,16.39081911871269,596.7086091192987,
R,1250,1250,1251,gantry_rope,539.7106468117281,16.394802355251993,597.0924550551101,
R,1251,1251,1252,gantry_rope,540.0838969648048,16.398614110168193,597.4790463503934,
R,1252,1252,1253,gantry_rope,540.4771657957887,16.402414081159915,597.8856150798483,
R,1253,1253,1254,gantry_rope,541.7508879965818,16.430475306329164,599.2575515687339,
R,1254,1254,1255,gantry_rope,542.1610922780645,16.433836143562388,599.6795187805329,
R,1255,1255,1256,gantry_rope,542.5563235487984,16.4368614501363,600.0853386242754,
R,1256,1256,1257,gantry_rope,542.9549233233447,16.43969587144959,600.4938588734183,
R,1257,1257,1258,gantry_rope,543.3752419162456,16.442454543359766,600.9238328180048,
R,1258,1258,1259,gantry_rope,544.7282187092642,16.468585173741115,602.3682668173581,
R,1259,1259,1260,gantry_rope,545.1638306977003,16.47083625011567,602.8117575731052,
R,1260,1260,1261,gantry_rope,545.5844449972943,16.472785403846142,603.2391939107558,
R,1261,1261,1262,gantry_rope,546.008412695782,16.474530618135798,603.6692698592573,
R,1262,1262,1263,gantry_rope,546.4557573742768,16.47613800456886,604.1222403902678,
R,1263,1263,1264,gantry_rope,548.0752760806268,16.480620545798672,605.7574479909222,
R,1264,1264,1265,gantry_rope,548.5369872537535,16.481532378385545,606.2223505781029,
R,1265,1265,1266,gantry_rope,548.9837126345637,16.4821932965327,606.6713891724282,
R,1266,1266,1267,gantry_rope,549.4337939561752,16.48264445009879,607.123049531521,
R,1267,1267,1268,gantry_rope,549.908912002261,16.482894058311494,607.5990412063512,
R,1268,1268,1269,gantry_rope,551.4206321755902,16.503510981912815,609.182920612285,
R,1269,1269,1270,gantry_rope,551.9093800954769,16.503204515736886,609.670595900556,
R,1270,1270,1271,gantry_rope,552.381475877129,16.50269849980811,610.1409206264574,
R,1271,1271,1272,gantry_rope,552.8585957459422,16.501982112123624,610.6155331383749,
R,1272,1272,1273,gantry_rope,553.35908847956,16.50101155778857,611.11262893182,
R,1273,1273,1274,gantry_rope,554.8885100932797,16.60778670321593,613.0157635545354,
R,1274,1274,1275,gantry_rope,555.3373153896247,16.606920127838933,613.461535837061,
R,1275,1275,1276,gantry_rope,555.7877760384889,16.605878889907263,613.9083521531643,
R,1276,1276,1277,gantry_rope,556.2432159756643,16.60466428379806,614.3595409689575,
R,1277,1277,1278,gantry_rope,556.7002920954359,16.603277422298596,614.811763073481,
R,1278,1278,1279,gantry_rope,557.2290509502426,16.601479585074472,615.3342294980032,
R,1279,1279,1280,gantry_rope,557.5525939807355,16.60025028113859,615.6534699647206,
R,1280,1280,1281,gantry_rope,519.183333333333,2.8066649932696867e-13,519.1833333333341,
R,1281,1281,1282,gantry_rope,519.183333333333,2.7663913392295965e-13,519.1833333333341,
R,1282,1282,1283,gantry_rope,519.183333333333,2.867477345564095e-13,519.1833333333341,
R,1283,1283,1284,gantry_rope,563.4999999999998,4.2937861643569293e-13,563.5000000000013,
R,1284,1284,1285,gantry_rope,563.4033333333327,4.573767380895358e-13,563.4033333333343,
R,1285,1285,1286,gantry_rope,563.0950000000001,4.1997344636303967e-13,563.0950000000016,
R,1286,1286,1287,gantry_rope,562.6016666666665,3.978842360645054e-13,562.6016666666678,
R,1287,1287,1288,gantry_rope,562.1116666666652,7.012255046108895e-13,562.1116666666677,
R,1288,1288,1289,gantry_rope,561.625000000002,7.762033759922577e-13,561.6250000000048,
R,1289,1289,1290,gantry_rope,561.1416666666651,6.205402143819674e-13,561.1416666666672,
R,1290,1290,1291,gantry_rope,559.4916666666676,5.325986482768118e-13,559.4916666666694,
R,1291,1291,1292,gantry_rope,558.9383333333337,5.126037476968074e-13,558.9383333333355,
R,1292,1292,1293,gantry_rope,558.3766666666654,4.570438743200747e-13,558.376666666667,
R,1293,1293,1294,gantry_rope,557.8200000000019,5.003784816992031e-13,557.8200000000036,
R,1294,1294,1295,gantry_rope,557.2549999999995,4.813009530546313e-13,557.2550000000012,
R,1295,1295,1296,gantry_rope,555.6250000000008,4.534568972533687e-13,555.6250000000024,
R,1296,1296,1297,gantry_rope,555.0983333333313,6.501363493754235e-13,555.0983333333336,
R,1297,1297,1298,gantry_rope,554.5666666666694,9.444699900865375e-13,554.5666666666727,
R,1298,1298,1299,gantry_rope,554.0383333333302,1.1964198107686263e-12,554.0383333333344,
R,1299,1299,1300,gantry_rope,553.5033333333349,9.140296887901519e-13,553.5033333333381,
R,1300,1300,1301,gantry_rope,551.7583333333312,8.88585931226212e-13,551.7583333333342,
R,1301,1301,1302,gantry_rope,551.2616666666686,1.0443272969329144e-12,551.2616666666722,
R,1302,1302,1303,gantry_rope,550.7599999999961,1.4106095060612537e-12,550.760000000001,
R,1303,1303,1304,gantry_rope,550.2616666666669,7.647498981158466e-13,550.2616666666696,
R,1304,1304,1305,gantry_rope,549.758333333336,1.1214454760728951e-12,549.75833333334,
R,1305,1305,1306,gantry_rope,548.2899999999969,9.881621710725529e-13,548.2900000000003,
R,1306,1306,1307,gantry_rope,547.8216666666669,1.2565919041708463e-12,547.8216666666714,
R,1307,1307,1308,gantry_rope,547.3483333333335,7.4046220930091e-13,547.3483333333361,
R,1308,1308,1309,gantry_rope,546.8799999999986,7.254387321000214e-13,546.8800000000011,
R,1309,1309,1310,gantry_rope,546.4050000000004,6.655794745816062e-13,546.4050000000027,
R,1310,1310,1311,gantry_rope,545.0166666666669,7.230706371353938e-13,545.0166666666694,
R,1311,1311,1312,gantry_rope,544.5766666666686,6.946796009255344e-13,544.576666666671,
R,1312,1312,1313,gantry_rope,544.1316666666655,8.4434230348814e-13,544.1316666666685,
R,1313,1313,1314,gantry_rope,543.689999999999,4.191808944897133e-13,543.6900000000005,
R,1314,1314,1315,gantry_rope,543.2449999999992,9.239211948352115e-13,543.2450000000024,
R,1315,1315,1316,gantry_rope,541.775000000002,1.2915383308602675e-12,541.7750000000066,
R,1316,1316,1317,gantry_rope,541.3633333333327,4.98527647258366e-13,541.3633333333344,
R,1317,1317,1318,gantry_rope,540.948333333333,6.375184807282666e-13,540.9483333333353,
R,1318,1318,1319,gantry_rope,540.5366666666663,6.183227055332682e-13,540.5366666666685,
R,1319,1319,1320,gantry_rope,540.1216666666677,6.651070917741734e-13,540.12166666667,
R,1320,1320,1321,gantry_rope,538.9016666666653,1.125137764872516e-12,538.9016666666693,
R,1321,1321,1322,gantry_rope,538.5183333333329,4.423493367350402e-13,538.5183333333345,
R,1322,1322,1323,gantry_rope,538.131666666667,5.338164613481844e-13,538.1316666666688,
R,1323,1323,1324,gantry_rope,537.748333333333,5.853817333565713e-13,537.748333333335,
R,1324,1324,1325,gantry_rope,537.3616666666672,6.92996178296535e-13,537.3616666666696,
R,1325,1325,1326,gantry_rope,536.2233333333324,8.113727238321805e-13,536.2233333333353,
R,1326,1326,1327,gantry_rope,535.8683333333345,7.429515307934494e-13,535.8683333333371,
R,1327,1327,1328,gantry_rope,535.508333333335,9.529485722047003e-13,535.5083333333383,
R,1328,1328,1329,gantry_rope,535.1533333333308,7.583519173691815e-13,535.1533333333334,
R,1329,1329,1330,gantry_rope,534.7950000000029,9.098752991647595e-13,534.7950000000061,
R,1330,1330,1331,gantry_rope,533.608333333332,8.612774679239101e-13,533.608333333335,
R,1331,1331,1332,gantry_rope,533.281666666666,7.891643065686334e-13,533.2816666666687,
R,1332,1332,1333,gantry_rope,532.9516666666677,8.101282911832233e-13,532.9516666666706,
R,1333,1333,1334,gantry_rope,532.6266666666679,5.848104171468095e-13,532.62666666667,
R,1334,1334,1335,gantry_rope,532.2983333333318,7.045089118699654e-13,532.2983333333343,
R,1335,1335,1336,gantry_rope,531.33,4.3046044107920497e-13,531.3300000000015,
R,1336,1336,1337,gantry_rope,531.0316666666649,6.705250627198722e-13,531.0316666666673,
R,1337,1337,1338,gantry_rope,530.7299999999997,4.0361755952986564e-13,530.730000000001,
R,1338,1338,1339,gantry_rope,530.431666666668,6.922324034239262e-13,530.4316666666704,
R,1339,1339,1340,gantry_rope,530.1333333333337,4.415859513140328e-13,530.1333333333353,
R,1340,1340,1341,gantry_rope,529.26,5.320992697763785e-13,529.2600000000018,
R,1341,1341,1342,gantry_rope,529.0233333333331,4.138070003829081e-13,529.0233333333346,
R,1342,1342,1343,gantry_rope,528.7933333333335,3.714501181229409e-13,528.7933333333348,
R,1343,1343,1344,gantry_rope,528.5683333333329,4.134243301975904e-13,528.5683333333344,
R,1344,1344,1345,gantry_rope,528.3433333333332,3.70552771113115e-13,528.3433333333345,
R,1345,1345,1346,gantry_rope,528.1349999999996,4.238910009575745e-13,528.1350000000011,
R,1346,1346,1347,gantry_rope,528.0249999999991,2.266027459485297e-12,528.025000000007,
R,1347,1347,1348,gantry_rope,534.0533333333369,2.7841598420594014e-12,534.0533333333467,
R,1348,1348,1349,gantry_rope,533.9133333333327,3.7459000306849865e-13,533.9133333333341,
R,1349,1349,1350,gantry_rope,533.6466666666672,3.697791342165246e-13,533.6466666666685,
R,1350,1350,1351,gantry_rope,533.3666666666664,5.03011204717906e-13,533.3666666666682,
R,1351,1351,1352,gantry_rope,533.0916666666682,8.356410060980179e-13,533.0916666666711,
R,1352,1352,1353,gantry_rope,532.8183333333294,1.5706188150478297e-12,532.8183333333349,
R,1353,1353,1354,gantry_rope,531.8583333333347,8.231150657455021e-13,531.8583333333376,
R,1354,1354,1355,gantry_rope,531.5583333333319,6.403477561866723e-13,531.5583333333342,
R,1355,1355,1356,gantry_rope,531.2766666666686,8.805623400599313e-13,531.2766666666716,
R,1356,1356,1357,gantry_rope,530.996666666669,8.535430104149554e-13,530.9966666666719,
R,1357,1357,1358,gantry_rope,530.7083333333298,1.0700626806853876e-12,530.7083333333336,
R,1358,1358,1359,gantry_rope,529.8016666666664,4.579705343865735e-13,529.801666666668,
R,1359,1359,1360,gantry_rope,529.5283333333341,6.006864176794761e-13,529.5283333333361,
R,1360,1360,1361,gantry_rope,529.2699999999993,5.313389872862415e-13,529.2700000000011,
R,1361,1361,1362,gantry_rope,529.0150000000006,5.550154965096698e-13,529.0150000000025,
R,1362,1362,1363,gantry_rope,528.7516666666662,4.1894472560258334e-13,528.7516666666677,
R,1363,1363,1364,gantry_rope,527.8233333333343,5.540741041946801e-13,527.8233333333362,
R,1364,1364,1365,gantry_rope,527.5766666666652,9.122372795738413e-13,527.5766666666684,
R,1365,1365,1366,gantry_rope,527.345000000003,1.1727716821754005e-12,527.3450000000071,
R,1366,1366,1367,gantry_rope,527.1149999999996,3.7925275188338287e-13,527.1150000000009,
R,1367,1367,1368,gantry_rope,526.8799999999983,6.265317849642107e-13,526.8800000000005,
R,1368,1368,1369,gantry_rope,526.14,4.031531063774003e-13,526.1400000000014,
R,1369,1369,1370,gantry_rope,525.9183333333322,4.763866775324988e-13,525.9183333333339,
R,1370,1370,1371,gantry_rope,525.7116666666672,5.868555696104612e-13,525.7116666666692,
R,1371,1371,1372,gantry_rope,525.5066666666672,4.4861237699091236e-13,525.5066666666688,
R,1372,1372,1373,gantry_rope,525.296666666667,4.2641412889344267e-13,525.2966666666684,
R,1373,1373,1374,gantry_rope,524.6383333333337,4.736914218510919e-13,524.6383333333354,
R,1374,1374,1375,gantry_rope,524.4433333333332,4.552328565945176e-13,524.4433333333347,
R,1375,1375,1376,gantry_rope,524.2599999999996,6.01734157034999e-13,524.2600000000018,
R,1376,1376,1377,gantry_rope,524.0800000000005,4.221931435583162e-13,524.080000000002,
R,1377,1377,1378,gantry_rope,523.8966666666665,4.759421974247562e-13,523.8966666666682,
R,1378,1378,1379,gantry_rope,523.248333333333,4.603919383604748e-13,523.2483333333346,
R,1379,1379,1380,gantry_rope,523.0800000000003,4.1397795829754894e-13,523.0800000000017,
R,1380,1380,1381,gantry_rope,522.9233333333326,4.925584584639016e-13,522.9233333333343,
R,1381,1381,1382,gantry_rope,522.7683333333342,4.681396949246145e-13,522.7683333333358,
R,1382,1382,1383,gantry_rope,522.6116666666662,4.383252879324284e-13,522.6116666666677,
R,1383,1383,1384,gantry_rope,522.1216666666671,3.7664708806259803e-13,522.1216666666685,
R,1384,1384,1385,gantry_rope,521.9799999999999,5.971333802439482e-13,521.980000000002,
R,1385,1385,1386,gantry_rope,521.8466666666674,4.5414046618263195e-13,521.846666666669,
R,1386,1386,1387,gantry_rope,521.7166666666668,4.365340028613843e-13,521.7166666666683,
R,1387,1387,1388,gantry_rope,521.5849999999997,4.063795754154348e-13,521.5850000000012,
R,1388,1388,1389,gantry_rope,521.1833333333334,4.429672658048747e-13,521.183333333335,
R,1389,1389,1390,gantry_rope,521.0666666666666,4.220874484234306e-13,521.0666666666681,
R,1390,1390,1391,gantry_rope,520.9483333333333,4.5334026321447495e-13,520.9483333333349,
R,1391,1391,1392,gantry_rope,520.8383333333333,4.4585992033846313e-13,520.8383333333348,
R,1392,1392,1393,gantry_rope,520.7816666666666,5.257864819833414e-13,520.7816666666685,
R,1393,1393,1394,gantry_rope,538.8199999999997,7.495874398240555e-13,538.8200000000023,
R,1394,1394,1395,gantry_rope,538.0083333333337,5.175102229550652e-13,538.0083333333355,
