local_node_index,q_mm,r_mm,z_mm,role
283,25950.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-01|AD:ADJ-M09-02
284,25950.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-01|AD:ADJ-M09-03
285,33310.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-02|AD:ADJ-M09-01
286,33310.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-02|AD:ADJ-M09-02
287,33310.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-02|AD:ADJ-M09-03
288,26612.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-01|AD:ADJ-M09-01
289,27275.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-01|AD:ADJ-M09-02
290,27937.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-01|AD:ADJ-M09-03
291,31322.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-02|AD:ADJ-M09-01
292,31985.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-02|AD:ADJ-M09-02
293,32647.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M06-02|AD:ADJ-M09-03
