passage_index,passage_id,span,gate_index,catwalk,gate_name,centerline_node_id,role,x_mm,y_mm,z_mm
2,H02,north_side,6,1,CW1_GATE_06,88,right_post_top,-18540.0,374913.6499999999,190345.383196477
2,H02,north_side,6,2,CW2_GATE_06,89,bottom_beam_left,18375.0,374913.6499999999,181360.97221642
2,H02,north_side,6,2,CW2_GATE_06,90,bottom_beam_right,24525.0,374913.6499999999,181360.97221642
2,H02,north_side,6,2,CW2_GATE_06,91,top_beam_left,17760.0,374913.6499999999,190425.383196477
2,H02,north_side,6,2,CW2_GATE_06,92,top_beam_right,25140.0,374913.6499999999,190425.383196477
2,H02,north_side,6,2,CW2_GATE_06,93,left_post_bottom,18540.0,374913.6499999999,181448.47221642
2,H02,north_side,6,2,CW2_GATE_06,94,left_post_top,18540.0,374913.6499999999,190345.383196477
2,H02,north_side,6,2,CW2_GATE_06,95,right_post_bottom,24360.0,374913.6499999999,181448.47221642
2,H02,north_side,6,2,CW2_GATE_06,96,right_post_top,24360.0,374913.6499999999,190345.383196477
3,H03,north_side,9,1,CW1_GATE_09,129,bottom_beam_left,-24525.0,545913.6499999999,261406.546462196
3,H03,north_side,9,1,CW1_GATE_09,130,bottom_beam_right,-18375.0,545913.6499999999,261406.546462196
3,H03,north_side,9,1,CW1_GATE_09,131,top_beam_left,-25140.0,545913.6499999999,269728.777313957
3,H03,north_side,9,1,CW1_GATE_09,132,top_beam_right,-17760.0,545913.6499999999,269728.777313957
3,H03,north_side,9,1,CW1_GATE_09,133,left_post_bottom,-24360.0,545913.6499999999,261494.046462196
3,H03,north_side,9,1,CW1_GATE_09,134,left_post_top,-24360.0,545913.6499999999,269648.777313957
3,H03,north_side,9,1,CW1_GATE_09,135,right_post_bottom,-18540.0,545913.6499999999,261494.046462196
3,H03,north_side,9,1,CW1_GATE_09,136,right_post_top,-18540.0,545913.6499999999,269648.777313957
3,H03,north_side,9,2,CW2_GATE_09,137,bottom_beam_left,18375.0,545913.6499999999,261406.546462196
3,H03,north_side,9,2,CW2_GATE_09,138,bottom_beam_right,24525.0,545913.6499999999,261406.546462196
3,H03,north_side,9,2,CW2_GATE_09,139,top_beam_left,17760.0,545913.6499999999,269728.777313957
3,H03,north_side,9,2,CW2_GATE_09,140,top_beam_right,25140.0,545913.6499999999,269728.777313957
3,H03,north_side,9,2,CW2_GATE_09,141,left_post_bottom,18540.0,545913.6499999999,261494.046462196
3,H03,north_side,9,2,CW2_GATE_09,142,left_post_top,18540.0,545913.6499999999,269648.777313957
3,H03,north_side,9,2,CW2_GATE_09,143,right_post_bottom,24360.0,545913.6499999999,261494.046462196
3,H03,north_side,9,2,CW2_GATE_09,144,right_post_top,24360.0,545913.6499999999,269648.777313957
4,H04,main_span,14,1,CW1_GATE_14,209,bottom_beam_left,-24525.0,882913.6499999999,276152.531984883
4,H04,main_span,14,1,CW1_GATE_14,210,bottom_beam_right,-18375.0,882913.6499999999,276152.531984883
4,H04,main_span,14,1,CW1_GATE_14,211,top_beam_left,-25140.0,882913.6499999999,285134.591256459
4,H04,main_span,14,1,CW1_GATE_14,212,top_beam_right,-17760.0,882913.6499999999,285134.591256459
4,H04,main_span,14,1,CW1_GATE_14,213,left_post_bottom,-24360.0,882913.6499999999,276240.031984883
4,H04,main_span,14,1,CW1_GATE_14,214,left_post_top,-24360.0,882913.6499999999,285054.591256459
4,H04,main_span,14,1,CW1_GATE_14,215,right_post_bottom,-18540.0,882913.6499999999,276240.031984883
4,H04,main_span,14,1,CW1_GATE_14,216,right_post_top,-18540.0,882913.6499999999,285054.591256459
4,H04,main_span,14,2,CW2_GATE_14,217,bottom_beam_left,18375.0,882913.6499999999,276152.531984883
4,H04,main_span,14,2,CW2_GATE_14,218,bottom_beam_right,24525.0,882913.6499999999,276152.531984883
4,H04,main_span,14,2,CW2_GATE_14,219,top_beam_left,17760.0,882913.6499999999,285134.591256459
4,H04,main_span,14,2,CW2_GATE_14,220,top_beam_right,25140.0,882913.6499999999,285134.591256459
4,H04,main_span,14,2,CW2_GATE_14,221,left_post_bottom,18540.0,882913.6499999999,276240.031984883
4,H04,main_span,14,2,CW2_GATE_14,222,left_post_top,18540.0,882913.6499999999,285054.591256459
4,H04,main_span,14,2,CW2_GATE_14,223,right_post_bottom,24360.0,882913.6499999999,276240.031984883
4,H04,main_span,14,2,CW2_GATE_14,224,right_post_top,24360.0,882913.6499999999,285054.591256459
5,H05,main_span,17,1,CW1_GATE_17,257,bottom_beam_left,-24525.0,1053913.65,223836.686533411
5,H05,main_span,17,1,CW1_GATE_17,258,bottom_beam_right,-18375.0,1053913.65,223836.686533411
5,H05,main_span,17,1,CW1_GATE_17,259,top_beam_left,-25140.0,1053913.65,232773.153448418
5,H05,main_span,17,1,CW1_GATE_17,260,top_beam_right,-17760.0,1053913.65,232773.153448418
5,H05,main_span,17,1,CW1_GATE_17,261,left_post_bottom,-24360.0,1053913.65,223924.186533411
5,H05,main_span,17,1,CW1_GATE_17,262,left_post_top,-24360.0,1053913.65,232693.153448418
5,H05,main_span,17,1,CW1_GATE_17,263,right_post_bottom,-18540.0,1053913.65,223924.186533411
5,H05,main_span,17,1,CW1_GATE_17,264,right_post_top,-18540.0,1053913.65,232693.153448418
5,H05,main_span,17,2,CW2_GATE_17,265,bottom_beam_left,18375.0,1053913.65,223836.686533411
5,H05,main_span,17,2,CW2_GATE_17,266,bottom_beam_right,24525.0,1053913.65,223836.686533411
5,H05,main_span,17,2,CW2_GATE_17,267,top_beam_left,17760.0,1053913.65,232773.153448418
5,H05,main_span,17,2,CW2_GATE_17,268,top_beam_right,25140.0,1053913.65,232773.153448418
5,H05,main_span,17,2,CW2_GATE_17,269,left_post_bottom,18540.0,1053913.65,223924.186533411
5,H05,main_span,17,2,CW2_GATE_17,270,left_post_top,18540.0,1053913.65,232693.153448418
5,H05,main_span,17,2,CW2_GATE_17,271,right_post_bottom,24360.0,1053913.65,223924.186533411
5,H05,main_span,17,2,CW2_GATE_17,272,right_post_top,24360.0,1053913.65,232693.153448418
6,H06,main_span,20,1,CW1_GATE_20,305,bottom_beam_left,-24525.0,1224913.65,181709.062478559
6,H06,main_span,20,1,CW1_GATE_20,306,bottom_beam_right,-18375.0,1224913.65,181709.062478559
6,H06,main_span,20,1,CW1_GATE_20,307,top_beam_left,-25140.0,1224913.65,190465.488463189
6,H06,main_span,20,1,CW1_GATE_20,308,top_beam_right,-17760.0,1224913.65,190465.488463189
6,H06,main_span,20,1,CW1_GATE_20,309,left_post_bottom,-24360.0,1224913.65,181796.562478559
6,H06,main_span,20,1,CW1_GATE_20,310,left_post_top,-24360.0,1224913.65,190385.488463189
6,H06,main_span,20,1,CW1_GATE_20,311,right_post_bottom,-18540.0,1224913.65,181796.562478559
6,H06,main_span,20,1,CW1_GATE_20,312,right_post_top,-18540.0,1224913.65,190385.488463189
6,H06,main_span,20,2,CW2_GATE_20,313,bottom_beam_left,18375.0,1224913.65,181709.062478559
6,H06,main_span,20,2,CW2_GATE_20,314,bottom_beam_right,24525.0,1224913.65,181709.062478559
6,H06,main_span,20,2,CW2_GATE_20,315,top_beam_left,17760.0,1224913.65,190465.488463189
6,H06,main_span,20,2,CW2_GATE_20,316,top_beam_right,25140.0,1224913.65,190465.488463189
6,H06,main_span,20,2,CW2_GATE_20,317,left_post_bottom,18540.0,1224913.65,181796.562478559
6,H06,main_span,20,2,CW2_GATE_20,318,left_post_top,18540.0,1224913.65,190385.488463189
6,H06,main_span,20,2,CW2_GATE_20,319,right_post_bottom,24360.0,1224913.65,181796.562478559
6,H06,main_span,20,2,CW2_GATE_20,320,right_post_top,24360.0,1224913.65,190385.488463189
7,H07,main_span,23,1,CW1_GATE_23,353,bottom_beam_left,-24525.0,1395913.65,149658.921815958
7,H07,main_span,23,1,CW1_GATE_23,354,bottom_beam_right,-18375.0,1395913.65,149658.921815958
7,H07,main_span,23,1,CW1_GATE_23,355,top_beam_left,-25140.0,1395913.65,158118.763592546
7,H07,main_span,23,1,CW1_GATE_23,356,top_beam_right,-17760.0,1395913.65,158118.763592546
7,H07,main_span,23,1,CW1_GATE_23,357,left_post_bottom,-24360.0,1395913.65,149746.421815958
7,H07,main_span,23,1,CW1_GATE_23,358,left_post_top,-24360.0,1395913.65,158038.763592546
7,H07,main_span,23,1,CW1_GATE_23,359,right_post_bottom,-18540.0,1395913.65,149746.421815958
7,H07,main_span,23,1,CW1_GATE_23,360,right_post_top,-18540.0,1395913.65,158038.763592546
7,H07,main_span,23,2,CW2_GATE_23,361,bottom_beam_left,18375.0,1395913.65,149658.921815958
7,H07,main_span,23,2,CW2_GATE_23,362,bottom_beam_right,24525.0,1395913.65,149658.921815958
7,H07,main_span,23,2,CW2_GATE_23,363,top_beam_left,17760.0,1395913.65,158118.763592546
7,H07,main_span,23,2,CW2_GATE_23,364,top_beam_right,25140.0,1395913.65,158118.763592546
7,H07,main_span,23,2,CW2_GATE_23,365,left_post_bottom,18540.0,1395913.65,149746.421815958
7,H07,main_span,23,2,CW2_GATE_23,366,left_post_top,18540.0,1395913.65,158038.763592546
7,H07,main_span,23,2,CW2_GATE_23,367,right_post_bottom,24360.0,1395913.65,149746.421815958
7,H07,main_span,23,2,CW2_GATE_23,368,right_post_top,24360.0,1395913.65,158038.763592546
8,H08,main_span,26,1,CW1_GATE_26,401,bottom_beam_left,-24525.0,1546918.2999999998,129729.92236002
8,H08,main_span,26,1,CW1_GATE_26,402,bottom_beam_right,-18375.0,1546918.2999999998,129729.92236002
8,H08,main_span,26,1,CW1_GATE_26,403,top_beam_left,-25140.0,1546918.2999999998,137931.398326362
8,H08,main_span,26,1,CW1_GATE_26,404,top_beam_right,-17760.0,1546918.2999999998,137931.398326362
8,H08,main_span,26,1,CW1_GATE_26,405,left_post_bottom,-24360.0,1546918.2999999998,129817.42236002
8,H08,main_span,26,1,CW1_GATE_26,406,left_post_top,-24360.0,1546918.2999999998,137851.398326362
8,H08,main_span,26,1,CW1_GATE_26,407,right_post_bottom,-18540.0,1546918.2999999998,129817.42236002
8,H08,main_span,26,1,CW1_GATE_26,408,right_post_top,-18540.0,1546918.2999999998,137851.398326362
8,H08,main_span,26,2,CW2_GATE_26,409,bottom_beam_left,18375.0,1546918.2999999998,129729.92236002
8,H08,main_span,26,2,CW2_GATE_26,410,bottom_beam_right,24525.0,1546918.2999999998,129729.92236002
8,H08,main_span,26,2,CW2_GATE_26,411,top_beam_left,17760.0,1546918.2999999998,137931.398326362
8,H08,main_span,26,2,CW2_GATE_26,412,top_beam_right,25140.0,1546918.2999999998,137931.398326362
8,H08,main_span,26,2,CW2_GATE_26,413,left_post_bottom,18540.0,1546918.2999999998,129817.42236002
8,H08,main_span,26,2,CW2_GATE_26,414,left_post_top,18540.0,1546918.2999999998,137851.398326362
8,H08,main_span,26,2,CW2_GATE_26,415,right_post_bottom,24360.0,1546918.2999999998,129817.42236002
8,H08,main_span,26,2,CW2_GATE_26,416,right_post_top,24360.0,1546918.2999999998,137851.398326362
9,H09,main_span,29,1,CW1_GATE_29,449,bottom_beam_left,-24525.0,1703917.5,117342.763832353
9,H09,main_span,29,1,CW1_GATE_29,450,bottom_beam_right,-18375.0,1703917.5,117342.763832353
9,H09,main_span,29,1,CW1_GATE_29,451,top_beam_left,-25140.0,1703917.5,125405.265166754
9,H09,main_span,29,1,CW1_GATE_29,452,top_beam_right,-17760.0,1703917.5,125405.265166754
9,H09,main_span,29,1,CW1_GATE_29,453,left_post_bottom,-24360.0,1703917.5,117430.263832353
9,H09,main_span,29,1,CW1_GATE_29,454,left_post_top,-24360.0,1703917.5,125325.265166754
9,H09,main_span,29,1,CW1_GATE_29,455,right_post_bottom,-18540.0,1703917.5,117430.263832353
9,H09,main_span,29,1,CW1_GATE_29,456,right_post_top,-18540.0,1703917.5,125325.265166754
9,H09,main_span,29,2,CW2_GATE_29,457,bottom_beam_left,18375.0,1703917.5,117342.763832353
9,H09,main_span,29,2,CW2_GATE_29,458,bottom_beam_right,24525.0,1703917.5,117342.763832353
9,H09,main_span,29,2,CW2_GATE_29,459,top_beam_left,17760.0,1703917.5,125405.265166754
9,H09,main_span,29,2,CW2_GATE_29,460,top_beam_right,25140.0,1703917.5,125405.265166754
9,H09,main_span,29,2,CW2_GATE_29,461,left_post_bottom,18540.0,1703917.5,117430.263832353
9,H09,main_span,29,2,CW2_GATE_29,462,left_post_top,18540.0,1703917.5,125325.265166754
9,H09,main_span,29,2,CW2_GATE_29,463,right_post_bottom,24360.0,1703917.5,117430.263832353
9,H09,main_span,29,2,CW2_GATE_29,464,right_post_top,24360.0,1703917.5,125325.265166754
10,H10,main_span,32,1,CW1_GATE_32,497,bottom_beam_left,-24525.0,1854913.25,113412.5
10,H10,main_span,32,1,CW1_GATE_32,498,bottom_beam_right,-18375.0,1854913.25,113412.5
10,H10,main_span,32,1,CW1_GATE_32,499,top_beam_left,-25140.0,1854913.25,121407.00000001
10,H10,main_span,32,1,CW1_GATE_32,500,top_beam_right,-17760.0,1854913.25,121407.00000001
10,H10,main_span,32,1,CW1_GATE_32,501,left_post_bottom,-24360.0,1854913.25,113500.0
10,H10,main_span,32,1,CW1_GATE_32,502,left_post_top,-24360.0,1854913.25,121327.00000001
10,H10,main_span,32,1,CW1_GATE_32,503,right_post_bottom,-18540.0,1854913.25,113500.0
10,H10,main_span,32,1,CW1_GATE_32,504,right_post_top,-18540.0,1854913.25,121327.00000001
10,H10,main_span,32,2,CW2_GATE_32,505,bottom_beam_left,18375.0,1854913.25,113412.5
10,H10,main_span,32,2,CW2_GATE_32,506,bottom_beam_right,24525.0,1854913.25,113412.5
10,H10,main_span,32,2,CW2_GATE_32,507,top_beam_left,17760.0,1854913.25,121407.00000001
10,H10,main_span,32,2,CW2_GATE_32,508,top_beam_right,25140.0,1854913.25,121407.00000001
10,H10,main_span,32,2,CW2_GATE_32,509,left_post_bottom,18540.0,1854913.25,113500.0
10,H10,main_span,32,2,CW2_GATE_32,510,left_post_top,18540.0,1854913.25,121327.00000001
10,H10,main_span,32,2,CW2_GATE_32,511,right_post_bottom,24360.0,1854913.25,113500.0
10,H10,main_span,32,2,CW2_GATE_32,512,right_post_top,24360.0,1854913.25,121327.00000001
11,H11,main_span,35,1,CW1_GATE_35,545,bottom_beam_left,-24525.0,2005917.5,117328.265178323
11,H11,main_span,35,1,CW1_GATE_35,546,bottom_beam_right,-18375.0,2005917.5,117328.265178323
11,H11,main_span,35,1,CW1_GATE_35,547,top_beam_left,-25140.0,2005917.5,125382.852353106
11,H11,main_span,35,1,CW1_GATE_35,548,top_beam_right,-17760.0,2005917.5,125382.852353106
11,H11,main_span,35,1,CW1_GATE_35,549,left_post_bottom,-24360.0,2005917.5,117415.765178323
11,H11,main_span,35,1,CW1_GATE_35,550,left_post_top,-24360.0,2005917.5,125302.852353106
11,H11,main_span,35,1,CW1_GATE_35,551,right_post_bottom,-18540.0,2005917.5,117415.765178323
11,H11,main_span,35,1,CW1_GATE_35,552,right_post_top,-18540.0,2005917.5,125302.852353106
11,H11,main_span,35,2,CW2_GATE_35,553,bottom_beam_left,18375.0,2005917.5,117328.265178323
11,H11,main_span,35,2,CW2_GATE_35,554,bottom_beam_right,24525.0,2005917.5,117328.265178323
11,H11,main_span,35,2,CW2_GATE_35,555,top_beam_left,17760.0,2005917.5,125382.852353106
11,H11,main_span,35,2,CW2_GATE_35,556,top_beam_right,25140.0,2005917.5,125382.852353106
11,H11,main_span,35,2,CW2_GATE_35,557,left_post_bottom,18540.0,2005917.5,117415.765178323
11,H11,main_span,35,2,CW2_GATE_35,558,left_post_top,18540.0,2005917.5,125302.852353106
11,H11,main_span,35,2,CW2_GATE_35,559,right_post_bottom,24360.0,2005917.5,117415.765178323
11,H11,main_span,35,2,CW2_GATE_35,560,right_post_top,24360.0,2005917.5,125302.852353106
12,H12,main_span,38,1,CW1_GATE_38,593,bottom_beam_left,-24525.0,2162918.3,129704.182718469
12,H12,main_span,38,1,CW1_GATE_38,594,bottom_beam_right,-18375.0,2162918.3,129704.182718469
12,H12,main_span,38,1,CW1_GATE_38,595,top_beam_left,-25140.0,2162918.3,137956.620262182
12,H12,main_span,38,1,CW1_GATE_38,596,top_beam_right,-17760.0,2162918.3,137956.620262182
12,H12,main_span,38,1,CW1_GATE_38,597,left_post_bottom,-24360.0,2162918.3,129791.682718469
12,H12,main_span,38,1,CW1_GATE_38,598,left_post_top,-24360.0,2162918.3,137876.620262182
12,H12,main_span,38,1,CW1_GATE_38,599,right_post_bottom,-18540.0,2162918.3,129791.682718469
12,H12,main_span,38,1,CW1_GATE_38,600,right_post_top,-18540.0,2162918.3,137876.620262182
12,H12,main_span,38,2,CW2_GATE_38,601,bottom_beam_left,18375.0,2162918.3,129704.182718469
12,H12,main_span,38,2,CW2_GATE_38,602,bottom_beam_right,24525.0,2162918.3,129704.182718469
12,H12,main_span,38,2,CW2_GATE_38,603,top_beam_left,17760.0,2162918.3,137956.620262182
12,H12,main_span,38,2,CW2_GATE_38,604,top_beam_right,25140.0,2162918.3,137956.620262182
12,H12,main_span,38,2,CW2_GATE_38,605,left_post_bottom,18540.0,2162918.3,129791.682718469
12,H12,main_span,38,2,CW2_GATE_38,606,left_post_top,18540.0,2162918.3,137876.620262182
12,H12,main_span,38,2,CW2_GATE_38,607,right_post_bottom,24360.0,2162918.3,129791.682718469
12,H12,main_span,38,2,CW2_GATE_38,608,right_post_top,24360.0,2162918.3,137876.620262182
13,H13,main_span,41,1,CW1_GATE_41,641,bottom_beam_left,-24525.0,2313913.65,149615.724113289
13,H13,main_span,41,1,CW1_GATE_41,642,bottom_beam_right,-18375.0,2313913.65,149615.724113289
13,H13,main_span,41,1,CW1_GATE_41,643,top_beam_left,-25140.0,2313913.65,158121.687301232
13,H13,main_span,41,1,CW1_GATE_41,644,top_beam_right,-17760.0,2313913.65,158121.687301232
13,H13,main_span,41,1,CW1_GATE_41,645,left_post_bottom,-24360.0,2313913.65,149703.224113289
13,H13,main_span,41,1,CW1_GATE_41,646,left_post_top,-24360.0,2313913.65,158041.687301232
13,H13,main_span,41,1,CW1_GATE_41,647,right_post_bottom,-18540.0,2313913.65,149703.224113289
13,H13,main_span,41,1,CW1_GATE_41,648,right_post_top,-18540.0,2313913.65,158041.687301232
13,H13,main_span,41,2,CW2_GATE_41,649,bottom_beam_left,18375.0,2313913.65,149615.724113289
13,H13,main_span,41,2,CW2_GATE_41,650,bottom_beam_right,24525.0,2313913.65,149615.724113289
13,H13,main_span,41,2,CW2_GATE_41,651,top_beam_left,17760.0,2313913.65,158121.687301232
13,H13,main_span,41,2,CW2_GATE_41,652,top_beam_right,25140.0,2313913.65,158121.687301232
13,H13,main_span,41,2,CW2_GATE_41,653,left_post_bottom,18540.0,2313913.65,149703.224113289
13,H13,main_span,41,2,CW2_GATE_41,654,left_post_top,18540.0,2313913.65,158041.687301232
13,H13,main_span,41,2,CW2_GATE_41,655,right_post_bottom,24360.0,2313913.65,149703.224113289
13,H13,main_span,41,2,CW2_GATE_41,656,right_post_top,24360.0,2313913.65,158041.687301232
14,H14,main_span,44,1,CW1_GATE_44,689,bottom_beam_left,-24525.0,2484913.65,181649.686912644
14,H14,main_span,44,1,CW1_GATE_44,690,bottom_beam_right,-18375.0,2484913.65,181649.686912644
14,H14,main_span,44,1,CW1_GATE_44,691,top_beam_left,-25140.0,2484913.65,190469.459247499
14,H14,main_span,44,1,CW1_GATE_44,692,top_beam_right,-17760.0,2484913.65,190469.459247499
14,H14,main_span,44,1,CW1_GATE_44,693,left_post_bottom,-24360.0,2484913.65,181737.186912644
14,H14,main_span,44,1,CW1_GATE_44,694,left_post_top,-24360.0,2484913.65,190389.459247499
14,H14,main_span,44,1,CW1_GATE_44,695,right_post_bottom,-18540.0,2484913.65,181737.186912644
14,H14,main_span,44,1,CW1_GATE_44,696,right_post_top,-18540.0,2484913.65,190389.459247499
14,H14,main_span,44,2,CW2_GATE_44,697,bottom_beam_left,18375.0,2484913.65,181649.686912644
14,H14,main_span,44,2,CW2_GATE_44,698,bottom_beam_right,24525.0,2484913.65,181649.686912644
14,H14,main_span,44,2,CW2_GATE_44,699,top_beam_left,17760.0,2484913.65,190469.459247499
14,H14,main_span,44,2,CW2_GATE_44,700,top_beam_right,25140.0,2484913.65,190469.459247499
14,H14,main_span,44,2,CW2_GATE_44,701,left_post_bottom,18540.0,2484913.65,181737.186912644
14,H14,main_span,44,2,CW2_GATE_44,702,left_post_top,18540.0,2484913.65,190389.459247499
14,H14,main_span,44,2,CW2_GATE_44,703,right_post_bottom,24360.0,2484913.65,181737.186912644
14,H14,main_span,44,2,CW2_GATE_44,704,right_post_top,24360.0,2484913.65,190389.459247499
15,H15,main_span,47,1,CW1_GATE_47,737,bottom_beam_left,-24525.0,2655913.65,223760.975809119
15,H15,main_span,47,1,CW1_GATE_47,738,bottom_beam_right,-18375.0,2655913.65,223760.975809119
15,H15,main_span,47,1,CW1_GATE_47,739,top_beam_left,-25140.0,2655913.65,232778.179962876
15,H15,main_span,47,1,CW1_GATE_47,740,top_beam_right,-17760.0,2655913.65,232778.179962876
15,H15,main_span,47,1,CW1_GATE_47,741,left_post_bottom,-24360.0,2655913.65,223848.475809119
15,H15,main_span,47,1,CW1_GATE_47,742,left_post_top,-24360.0,2655913.65,232698.179962876
15,H15,main_span,47,1,CW1_GATE_47,743,right_post_bottom,-18540.0,2655913.65,223848.475809119
15,H15,main_span,47,1,CW1_GATE_47,744,right_post_top,-18540.0,2655913.65,232698.179962876
15,H15,main_span,47,2,CW2_GATE_47,745,bottom_beam_left,18375.0,2655913.65,223760.975809119
15,H15,main_span,47,2,CW2_GATE_47,746,bottom_beam_right,24525.0,2655913.65,223760.975809119
15,H15,main_span,47,2,CW2_GATE_47,747,top_beam_left,17760.0,2655913.65,232778.179962876
15,H15,main_span,47,2,CW2_GATE_47,748,top_beam_right,25140.0,2655913.65,232778.179962876
15,H15,main_span,47,2,CW2_GATE_47,749,left_post_bottom,18540.0,2655913.65,223848.475809119
15,H15,main_span,47,2,CW2_GATE_47,750,left_post_top,18540.0,2655913.65,232698.179962876
15,H15,main_span,47,2,CW2_GATE_47,751,right_post_bottom,24360.0,2655913.65,223848.475809119
15,H15,main_span,47,2,CW2_GATE_47,752,right_post_top,24360.0,2655913.65,232698.179962876
16,H16,main_span,50,1,CW1_GATE_50,785,bottom_beam_left,-24525.0,2826913.65,276060.286240305
16,H16,main_span,50,1,CW1_GATE_50,786,bottom_beam_right,-18375.0,2826913.65,276060.286240305
16,H16,main_span,50,1,CW1_GATE_50,787,top_beam_left,-25140.0,2826913.65,285140.684432866
16,H16,main_span,50,1,CW1_GATE_50,788,top_beam_right,-17760.0,2826913.65,285140.684432866
16,H16,main_span,50,1,CW1_GATE_50,789,left_post_bottom,-24360.0,2826913.65,276147.786240305
16,H16,main_span,50,1,CW1_GATE_50,790,left_post_top,-24360.0,2826913.65,285060.684432866
16,H16,main_span,50,1,CW1_GATE_50,791,right_post_bottom,-18540.0,2826913.65,276147.786240305
16,H16,main_span,50,1,CW1_GATE_50,792,right_post_top,-18540.0,2826913.65,285060.684432866
16,H16,main_span,50,2,CW2_GATE_50,793,bottom_beam_left,18375.0,2826913.65,276060.286240305
16,H16,main_span,50,2,CW2_GATE_50,794,bottom_beam_right,24525.0,2826913.65,276060.286240305
16,H16,main_span,50,2,CW2_GATE_50,795,top_beam_left,17760.0,2826913.65,285140.684432866
16,H16,main_span,50,2,CW2_GATE_50,796,top_beam_right,25140.0,2826913.65,285140.684432866
16,H16,main_span,50,2,CW2_GATE_50,797,left_post_bottom,18540.0,2826913.65,276147.786240305
16,H16,main_span,50,2,CW2_GATE_50,798,left_post_top,18540.0,2826913.65,285060.684432866
16,H16,main_span,50,2,CW2_GATE_50,799,right_post_bottom,24360.0,2826913.65,276147.786240305
16,H16,main_span,50,2,CW2_GATE_50,800,right_post_top,24360.0,2826913.65,285060.684432866
17,H17,south_side,55,1,CW1_GATE_55,865,bottom_beam_left,-24525.0,3183413.65,273055.019985505
17,H17,south_side,55,1,CW1_GATE_55,866,bottom_beam_right,-18375.0,3183413.65,273055.019985505
17,H17,south_side,55,1,CW1_GATE_55,867,top_beam_left,-25140.0,3183413.65,281782.671990902
17,H17,south_side,55,1,CW1_GATE_55,868,top_beam_right,-17760.0,3183413.65,281782.671990902
17,H17,south_side,55,1,CW1_GATE_55,869,left_post_bottom,-24360.0,3183413.65,273142.519985505
17,H17,south_side,55,1,CW1_GATE_55,870,left_post_top,-24360.0,3183413.65,281702.671990902
17,H17,south_side,55,1,CW1_GATE_55,871,right_post_bottom,-18540.0,3183413.65,273142.519985505
17,H17,south_side,55,1,CW1_GATE_55,872,right_post_top,-18540.0,3183413.65,281702.671990902
17,H17,south_side,55,2,CW2_GATE_55,873,bottom_beam_left,18375.0,3183413.65,273055.019985505
17,H17,south_side,55,2,CW2_GATE_55,874,bottom_beam_right,24525.0,3183413.65,273055.019985505
17,H17,south_side,55,2,CW2_GATE_55,875,top_beam_left,17760.0,3183413.65,281782.671990902
17,H17,south_side,55,2,CW2_GATE_55,876,top_beam_right,25140.0,3183413.65,281782.671990902
17,H17,south_side,55,2,CW2_GATE_55,877,left_post_bottom,18540.0,3183413.65,273142.519985505
