
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75411  ROTY   0.00000000      0.00000000    
     75413  ROTY   0.00000000      0.00000000    
     75415  ROTY   0.00000000      0.00000000    
     75417  ROTY   0.00000000      0.00000000    
     75419  ROTY   0.00000000      0.00000000    
     75421  ROTY   0.00000000      0.00000000    
     75423  ROTY   0.00000000      0.00000000    
     75425  ROTY   0.00000000      0.00000000    
     75427  ROTY   0.00000000      0.00000000    
     75429  ROTY   0.00000000      0.00000000    
     75431  ROTY   0.00000000      0.00000000    
     75433  ROTY   0.00000000      0.00000000    
     75435  ROTY   0.00000000      0.00000000    
     75437  ROTY   0.00000000      0.00000000    
     75439  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75441  ROTY   0.00000000      0.00000000    
     75443  ROTY   0.00000000      0.00000000    
     75445  ROTY   0.00000000      0.00000000    
     75447  ROTY   0.00000000      0.00000000    
     75449  ROTY   0.00000000      0.00000000    
     75451  ROTY   0.00000000      0.00000000    
     75453  ROTY   0.00000000      0.00000000    
     75455  ROTY   0.00000000      0.00000000    
     75457  ROTY   0.00000000      0.00000000    
     75459  ROTY   0.00000000      0.00000000    
     75461  ROTY   0.00000000      0.00000000    
     75463  ROTY   0.00000000      0.00000000    
     75465  ROTY   0.00000000      0.00000000    
     75467  ROTY   0.00000000      0.00000000    
     75469  ROTY   0.00000000      0.00000000    
     75471  ROTY   0.00000000      0.00000000    
     75473  ROTY   0.00000000      0.00000000    
     75475  ROTY   0.00000000      0.00000000    
     75477  ROTY   0.00000000      0.00000000    
     75479  ROTY   0.00000000      0.00000000    
     75481  ROTY   0.00000000      0.00000000    
     75483  ROTY   0.00000000      0.00000000    
     75485  ROTY   0.00000000      0.00000000    
     75487  ROTY   0.00000000      0.00000000    
     75489  ROTY   0.00000000      0.00000000    
     75491  ROTY   0.00000000      0.00000000    
     75493  ROTY   0.00000000      0.00000000    
     75495  ROTY   0.00000000      0.00000000    
     75497  ROTY   0.00000000      0.00000000    
     75499  ROTY   0.00000000      0.00000000    
     75501  ROTY   0.00000000      0.00000000    
     75503  ROTY   0.00000000      0.00000000    
     75505  ROTY   0.00000000      0.00000000    
     75507  ROTY   0.00000000      0.00000000    
     75509  ROTY   0.00000000      0.00000000    
     75511  ROTY   0.00000000      0.00000000    
     75513  ROTY   0.00000000      0.00000000    
     75515  ROTY   0.00000000      0.00000000    
     75517  ROTY   0.00000000      0.00000000    
     75519  ROTY   0.00000000      0.00000000    
     75521  ROTY   0.00000000      0.00000000    
     75523  ROTY   0.00000000      0.00000000    
     75525  ROTY   0.00000000      0.00000000    
     75527  ROTY   0.00000000      0.00000000    
     75529  ROTY   0.00000000      0.00000000    
     75531  ROTY   0.00000000      0.00000000    
     75533  ROTY   0.00000000      0.00000000    
     75535  ROTY   0.00000000      0.00000000    
     75537  ROTY   0.00000000      0.00000000    
     75539  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75541  ROTY   0.00000000      0.00000000    
     75543  ROTY   0.00000000      0.00000000    
     75545  ROTY   0.00000000      0.00000000    
     75547  ROTY   0.00000000      0.00000000    
     75549  ROTY   0.00000000      0.00000000    
     75551  ROTY   0.00000000      0.00000000    
     75553  ROTY   0.00000000      0.00000000    
     75555  ROTY   0.00000000      0.00000000    
     75557  ROTY   0.00000000      0.00000000    
     75559  ROTY   0.00000000      0.00000000    
     75561  ROTY   0.00000000      0.00000000    
     75563  ROTY   0.00000000      0.00000000    
     75565  ROTY   0.00000000      0.00000000    
     75567  ROTY   0.00000000      0.00000000    
     75569  ROTY   0.00000000      0.00000000    
     75571  ROTY   0.00000000      0.00000000    
     75573  ROTY   0.00000000      0.00000000    
     75575  ROTY   0.00000000      0.00000000    
     75577  ROTY   0.00000000      0.00000000    
     75579  ROTY   0.00000000      0.00000000    
     75581  ROTY   0.00000000      0.00000000    
     75583  ROTY   0.00000000      0.00000000    
     75585  ROTY   0.00000000      0.00000000    
     75587  ROTY   0.00000000      0.00000000    
     75589  ROTY   0.00000000      0.00000000    
     75591  ROTY   0.00000000      0.00000000    
     75593  ROTY   0.00000000      0.00000000    
     75595  ROTY   0.00000000      0.00000000    
     75597  ROTY   0.00000000      0.00000000    
     75599  ROTY   0.00000000      0.00000000    
     75601  ROTY   0.00000000      0.00000000    
     75603  ROTY   0.00000000      0.00000000    
     75605  ROTY   0.00000000      0.00000000    
     75607  ROTY   0.00000000      0.00000000    
     75609  ROTY   0.00000000      0.00000000    
     75611  ROTY   0.00000000      0.00000000    
     75613  ROTY   0.00000000      0.00000000    
     75615  ROTY   0.00000000      0.00000000    
     75617  ROTY   0.00000000      0.00000000    
     75619  ROTY   0.00000000      0.00000000    
     75621  ROTY   0.00000000      0.00000000    
     75623  ROTY   0.00000000      0.00000000    
     75625  ROTY   0.00000000      0.00000000    
     75627  ROTY   0.00000000      0.00000000    
     75629  ROTY   0.00000000      0.00000000    
     75631  ROTY   0.00000000      0.00000000    
     75633  ROTY   0.00000000      0.00000000    
     75635  ROTY   0.00000000      0.00000000    
     75637  ROTY   0.00000000      0.00000000    
     75639  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75641  ROTY   0.00000000      0.00000000    
     75643  ROTY   0.00000000      0.00000000    
     75645  ROTY   0.00000000      0.00000000    
     75647  ROTY   0.00000000      0.00000000    
     75649  ROTY   0.00000000      0.00000000    
     75651  ROTY   0.00000000      0.00000000    
     75653  ROTY   0.00000000      0.00000000    
     75655  ROTY   0.00000000      0.00000000    
     75657  ROTY   0.00000000      0.00000000    
     75659  ROTY   0.00000000      0.00000000    
     75661  ROTY   0.00000000      0.00000000    
     75663  ROTY   0.00000000      0.00000000    
     75665  ROTY   0.00000000      0.00000000    
     75667  ROTY   0.00000000      0.00000000    
     75669  ROTY   0.00000000      0.00000000    
     75671  ROTY   0.00000000      0.00000000    
     75673  ROTY   0.00000000      0.00000000    
     75675  ROTY   0.00000000      0.00000000    
     75677  ROTY   0.00000000      0.00000000    
     75679  ROTY   0.00000000      0.00000000    
     75681  ROTY   0.00000000      0.00000000    
     75683  ROTY   0.00000000      0.00000000    
     75685  ROTY   0.00000000      0.00000000    
     75687  ROTY   0.00000000      0.00000000    
     75689  ROTY   0.00000000      0.00000000    
     75691  ROTY   0.00000000      0.00000000    
     75693  ROTY   0.00000000      0.00000000    
     75695  ROTY   0.00000000      0.00000000    
     75697  ROTY   0.00000000      0.00000000    
     75699  ROTY   0.00000000      0.00000000    
     75701  ROTY   0.00000000      0.00000000    
     75703  ROTY   0.00000000      0.00000000    
     75705  ROTY   0.00000000      0.00000000    
     75707  ROTY   0.00000000      0.00000000    
     75709  ROTY   0.00000000      0.00000000    
     75711  ROTY   0.00000000      0.00000000    
     75713  ROTY   0.00000000      0.00000000    
     75715  ROTY   0.00000000      0.00000000    
     75717  ROTY   0.00000000      0.00000000    
     75719  ROTY   0.00000000      0.00000000    
     75721  ROTY   0.00000000      0.00000000    
     75723  ROTY   0.00000000      0.00000000    
     75725  ROTY   0.00000000      0.00000000    
     75727  ROTY   0.00000000      0.00000000    
     75729  ROTY   0.00000000      0.00000000    
     75731  ROTY   0.00000000      0.00000000    
     75733  ROTY   0.00000000      0.00000000    
     75735  ROTY   0.00000000      0.00000000    
     75737  ROTY   0.00000000      0.00000000    
     75739  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75741  ROTY   0.00000000      0.00000000    
     75743  ROTY   0.00000000      0.00000000    
     75745  ROTY   0.00000000      0.00000000    
     75747  ROTY   0.00000000      0.00000000    
     75749  ROTY   0.00000000      0.00000000    
     75751  ROTY   0.00000000      0.00000000    
     75753  ROTY   0.00000000      0.00000000    
     75755  ROTY   0.00000000      0.00000000    
     75757  ROTY   0.00000000      0.00000000    
     75759  ROTY   0.00000000      0.00000000    
     75761  ROTY   0.00000000      0.00000000    
     75763  ROTY   0.00000000      0.00000000    
     75765  ROTY   0.00000000      0.00000000    
     75767  ROTY   0.00000000      0.00000000    
     75769  ROTY   0.00000000      0.00000000    
     75771  ROTY   0.00000000      0.00000000    
     75773  ROTY   0.00000000      0.00000000    
     75775  ROTY   0.00000000      0.00000000    
     75777  ROTY   0.00000000      0.00000000    
     75779  ROTY   0.00000000      0.00000000    
     75781  ROTY   0.00000000      0.00000000    
     75783  ROTY   0.00000000      0.00000000    
     75785  ROTY   0.00000000      0.00000000    
     75787  ROTY   0.00000000      0.00000000    
     75789  ROTY   0.00000000      0.00000000    
     75791  ROTY   0.00000000      0.00000000    
     75793  ROTY   0.00000000      0.00000000    
     75795  ROTY   0.00000000      0.00000000    
     75797  ROTY   0.00000000      0.00000000    
     75799  ROTY   0.00000000      0.00000000    
     75801  ROTY   0.00000000      0.00000000    
     75803  ROTY   0.00000000      0.00000000    
     75805  ROTY   0.00000000      0.00000000    
     75807  ROTY   0.00000000      0.00000000    
     75809  ROTY   0.00000000      0.00000000    
     75811  ROTY   0.00000000      0.00000000    
     75813  ROTY   0.00000000      0.00000000    
     75815  ROTY   0.00000000      0.00000000    
     75817  ROTY   0.00000000      0.00000000    
     75819  ROTY   0.00000000      0.00000000    
     75821  ROTY   0.00000000      0.00000000    
     75823  ROTY   0.00000000      0.00000000    
     75825  ROTY   0.00000000      0.00000000    
     75827  ROTY   0.00000000      0.00000000    
     75829  ROTY   0.00000000      0.00000000    
     75831  ROTY   0.00000000      0.00000000    
     75833  ROTY   0.00000000      0.00000000    
     75835  ROTY   0.00000000      0.00000000    
     75837  ROTY   0.00000000      0.00000000    
     75839  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75841  ROTY   0.00000000      0.00000000    
     75843  ROTY   0.00000000      0.00000000    
     75845  ROTY   0.00000000      0.00000000    
     75847  ROTY   0.00000000      0.00000000    
     75849  ROTY   0.00000000      0.00000000    
     75851  ROTY   0.00000000      0.00000000    
     75853  ROTY   0.00000000      0.00000000    
     75855  ROTY   0.00000000      0.00000000    
     75857  ROTY   0.00000000      0.00000000    
     75859  ROTY   0.00000000      0.00000000    
     75861  ROTY   0.00000000      0.00000000    
     75863  ROTY   0.00000000      0.00000000    
     75865  ROTY   0.00000000      0.00000000    
     75867  ROTY   0.00000000      0.00000000    
     75869  ROTY   0.00000000      0.00000000    
     75871  ROTY   0.00000000      0.00000000    
     75873  ROTY   0.00000000      0.00000000    
     75875  ROTY   0.00000000      0.00000000    
     75877  ROTY   0.00000000      0.00000000    
     75879  ROTY   0.00000000      0.00000000    
     75881  ROTY   0.00000000      0.00000000    
     75883  ROTY   0.00000000      0.00000000    
     75885  ROTY   0.00000000      0.00000000    
     75887  ROTY   0.00000000      0.00000000    
     75889  ROTY   0.00000000      0.00000000    
     75891  ROTY   0.00000000      0.00000000    
     75893  ROTY   0.00000000      0.00000000    
     75895  ROTY   0.00000000      0.00000000    
     75897  ROTY   0.00000000      0.00000000    
     75899  ROTY   0.00000000      0.00000000    
     75901  ROTY   0.00000000      0.00000000    
     75903  ROTY   0.00000000      0.00000000    
     75905  ROTY   0.00000000      0.00000000    
     75907  ROTY   0.00000000      0.00000000    
     75909  ROTY   0.00000000      0.00000000    
     75911  ROTY   0.00000000      0.00000000    
     75913  ROTY   0.00000000      0.00000000    
     75915  ROTY   0.00000000      0.00000000    
     75917  ROTY   0.00000000      0.00000000    
     75919  ROTY   0.00000000      0.00000000    
     75921  ROTY   0.00000000      0.00000000    
     75923  ROTY   0.00000000      0.00000000    
     75925  ROTY   0.00000000      0.00000000    
     75927  ROTY   0.00000000      0.00000000    
     75929  ROTY   0.00000000      0.00000000    
     75931  ROTY   0.00000000      0.00000000    
     75933  ROTY   0.00000000      0.00000000    
     75935  ROTY   0.00000000      0.00000000    
     75937  ROTY   0.00000000      0.00000000    
     75939  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.425

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     75941  ROTY   0.00000000      0.00000000    
     75943  ROTY   0.00000000      0.00000000    
     75945  ROTY   0.00000000      0.00000000    
     75947  ROTY   0.00000000      0.00000000    
     75949  ROTY   0.00000000      0.00000000    
     75951  ROTY   0.00000000      0.00000000    
     75953  ROTY   0.00000000      0.00000000    
     75955  ROTY   0.00000000      0.00000000    
     75957  ROTY   0.00000000      0.00000000    
     75959  ROTY   0.00000000      0.00000000    
     75961  ROTY   0.00000000      0.00000000    
     75963  ROTY   0.00000000      0.00000000    
     75965  ROTY   0.00000000      0.00000000    
     75967  ROTY   0.00000000      0.00000000    
     75969  ROTY   0.00000000      0.00000000    
     75971  ROTY   0.00000000      0.00000000    
     75973  ROTY   0.00000000      0.00000000    
     75975  ROTY   0.00000000      0.00000000    
     75977  ROTY   0.00000000      0.00000000    
     75979  ROTY   0.00000000      0.00000000    
     75981  ROTY   0.00000000      0.00000000    
     75983  ROTY   0.00000000      0.00000000    
     75985  ROTY   0.00000000      0.00000000    
     75987  ROTY   0.00000000      0.00000000    
     75989  ROTY   0.00000000      0.00000000    
     75991  ROTY   0.00000000      0.00000000    
     75993  ROTY   0.00000000      0.00000000    
     75995  ROTY   0.00000000      0.00000000    
     75997  ROTY   0.00000000      0.00000000    
     75999  ROTY   0.00000000      0.00000000    
     76001  ROTY   0.00000000      0.00000000    
     76003  ROTY   0.00000000      0.00000000    
     76005  ROTY   0.00000000      0.00000000    
     76007  ROTY   0.00000000      0.00000000    
     76009  ROTY   0.00000000      0.00000000    
     76011  ROTY   0.00000000      0.00000000    
     76013  ROTY   0.00000000      0.00000000    
     76015  ROTY   0.00000000      0.00000000    
     76017  ROTY   0.00000000      0.00000000    
     76019  ROTY   0.00000000      0.00000000    
     76021  ROTY   0.00000000      0.00000000    
     76023  ROTY   0.00000000      0.00000000    
     76025  ROTY   0.00000000      0.00000000    
     76027  ROTY   0.00000000      0.00000000    
     76029  ROTY   0.00000000      0.00000000    
     76031  ROTY   0.00000000      0.00000000    
     76033  ROTY   0.00000000      0.00000000    
     76035  ROTY   0.00000000      0.00000000    
     76037  ROTY   0.00000000      0.00000000    
     76039  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.426

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76041  ROTY   0.00000000      0.00000000    
     76043  ROTY   0.00000000      0.00000000    
     76045  ROTY   0.00000000      0.00000000    
     76047  ROTY   0.00000000      0.00000000    
     76049  ROTY   0.00000000      0.00000000    
     76051  ROTY   0.00000000      0.00000000    
     76053  ROTY   0.00000000      0.00000000    
     76055  ROTY   0.00000000      0.00000000    
     76057  ROTY   0.00000000      0.00000000    
     76059  ROTY   0.00000000      0.00000000    
     76061  ROTY   0.00000000      0.00000000    
     76063  ROTY   0.00000000      0.00000000    
     76065  ROTY   0.00000000      0.00000000    
     76067  ROTY   0.00000000      0.00000000    
     76069  ROTY   0.00000000      0.00000000    
     76071  ROTY   0.00000000      0.00000000    
     76073  ROTY   0.00000000      0.00000000    
     76075  ROTY   0.00000000      0.00000000    
     76077  ROTY   0.00000000      0.00000000    
     76079  ROTY   0.00000000      0.00000000    
     76081  ROTY   0.00000000      0.00000000    
     76083  ROTY   0.00000000      0.00000000    
     76085  ROTY   0.00000000      0.00000000    
     76087  ROTY   0.00000000      0.00000000    
     76089  ROTY   0.00000000      0.00000000    
     76091  ROTY   0.00000000      0.00000000    
     76093  ROTY   0.00000000      0.00000000    
     76095  ROTY   0.00000000      0.00000000    
     76097  ROTY   0.00000000      0.00000000    
     76099  ROTY   0.00000000      0.00000000    
     76101  ROTY   0.00000000      0.00000000    
     76103  ROTY   0.00000000      0.00000000    
     76105  ROTY   0.00000000      0.00000000    
     76107  ROTY   0.00000000      0.00000000    
     76109  ROTY   0.00000000      0.00000000    
     76111  ROTY   0.00000000      0.00000000    
     76113  ROTY   0.00000000      0.00000000    
     76115  ROTY   0.00000000      0.00000000    
     76117  ROTY   0.00000000      0.00000000    
     76119  ROTY   0.00000000      0.00000000    
     76121  ROTY   0.00000000      0.00000000    
     76123  ROTY   0.00000000      0.00000000    
     76125  ROTY   0.00000000      0.00000000    
     76127  ROTY   0.00000000      0.00000000    
     76129  ROTY   0.00000000      0.00000000    
     76131  ROTY   0.00000000      0.00000000    
     76133  ROTY   0.00000000      0.00000000    
     76135  ROTY   0.00000000      0.00000000    
     76137  ROTY   0.00000000      0.00000000    
     76139  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.426

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76141  ROTY   0.00000000      0.00000000    
     76143  ROTY   0.00000000      0.00000000    
     76145  ROTY   0.00000000      0.00000000    
     76147  ROTY   0.00000000      0.00000000    
     76149  ROTY   0.00000000      0.00000000    
     76151  ROTY   0.00000000      0.00000000    
     76153  ROTY   0.00000000      0.00000000    
     76155  ROTY   0.00000000      0.00000000    
     76157  ROTY   0.00000000      0.00000000    
     76159  ROTY   0.00000000      0.00000000    
     76161  ROTY   0.00000000      0.00000000    
     76163  ROTY   0.00000000      0.00000000    
     76165  ROTY   0.00000000      0.00000000    
     76167  ROTY   0.00000000      0.00000000    
     76169  ROTY   0.00000000      0.00000000    
     76171  ROTY   0.00000000      0.00000000    
     76173  ROTY   0.00000000      0.00000000    
     76175  ROTY   0.00000000      0.00000000    
     76177  ROTY   0.00000000      0.00000000    
     76179  ROTY   0.00000000      0.00000000    
     76181  ROTY   0.00000000      0.00000000    
     76183  ROTY   0.00000000      0.00000000    
     76185  ROTY   0.00000000      0.00000000    
     76187  ROTY   0.00000000      0.00000000    
     76189  ROTY   0.00000000      0.00000000    
     76191  ROTY   0.00000000      0.00000000    
     76193  ROTY   0.00000000      0.00000000    
     76195  ROTY   0.00000000      0.00000000    
     76197  ROTY   0.00000000      0.00000000    
     76199  ROTY   0.00000000      0.00000000    
     76201  ROTY   0.00000000      0.00000000    
     76203  ROTY   0.00000000      0.00000000    
     76205  ROTY   0.00000000      0.00000000    
     76207  ROTY   0.00000000      0.00000000    
     76209  ROTY   0.00000000      0.00000000    
     76211  ROTY   0.00000000      0.00000000    
     76213  ROTY   0.00000000      0.00000000    
     76215  ROTY   0.00000000      0.00000000    
     76217  ROTY   0.00000000      0.00000000    
     76219  ROTY   0.00000000      0.00000000    
     76221  ROTY   0.00000000      0.00000000    
     76223  ROTY   0.00000000      0.00000000    
     76225  ROTY   0.00000000      0.00000000    
     76227  ROTY   0.00000000      0.00000000    
     76229  ROTY   0.00000000      0.00000000    
     76231  ROTY   0.00000000      0.00000000    
     76233  ROTY   0.00000000      0.00000000    
     76235  ROTY   0.00000000      0.00000000    
     76237  ROTY   0.00000000      0.00000000    
     76239  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.426

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76241  ROTY   0.00000000      0.00000000    
     76243  ROTY   0.00000000      0.00000000    
     76245  ROTY   0.00000000      0.00000000    
     76247  ROTY   0.00000000      0.00000000    
     76249  ROTY   0.00000000      0.00000000    
     76251  ROTY   0.00000000      0.00000000    
     76253  ROTY   0.00000000      0.00000000    
     76255  ROTY   0.00000000      0.00000000    
     76257  ROTY   0.00000000      0.00000000    
     76259  ROTY   0.00000000      0.00000000    
     76261  ROTY   0.00000000      0.00000000    
     76263  ROTY   0.00000000      0.00000000    
     76265  ROTY   0.00000000      0.00000000    
     76267  ROTY   0.00000000      0.00000000    
     76269  ROTY   0.00000000      0.00000000    
     76271  ROTY   0.00000000      0.00000000    
     76273  ROTY   0.00000000      0.00000000    
     76275  ROTY   0.00000000      0.00000000    
     76277  ROTY   0.00000000      0.00000000    
     76279  ROTY   0.00000000      0.00000000    
     76281  ROTY   0.00000000      0.00000000    
     76283  ROTY   0.00000000      0.00000000    
     76285  ROTY   0.00000000      0.00000000    
     76287  ROTY   0.00000000      0.00000000    
     76289  ROTY   0.00000000      0.00000000    
     76291  ROTY   0.00000000      0.00000000    
     76293  ROTY   0.00000000      0.00000000    
     76295  ROTY   0.00000000      0.00000000    
     76297  ROTY   0.00000000      0.00000000    
     76299  ROTY   0.00000000      0.00000000    
     76301  ROTY   0.00000000      0.00000000    
     76303  ROTY   0.00000000      0.00000000    
     76305  ROTY   0.00000000      0.00000000    
     76307  ROTY   0.00000000      0.00000000    
     76309  ROTY   0.00000000      0.00000000    
     76311  ROTY   0.00000000      0.00000000    
     76313  ROTY   0.00000000      0.00000000    
     76315  ROTY   0.00000000      0.00000000    
     76317  ROTY   0.00000000      0.00000000    
     76319  ROTY   0.00000000      0.00000000    
     76321  ROTY   0.00000000      0.00000000    
     76323  ROTY   0.00000000      0.00000000    
     76325  ROTY   0.00000000      0.00000000    
     76327  ROTY   0.00000000      0.00000000    
     76329  ROTY   0.00000000      0.00000000    
     76331  ROTY   0.00000000      0.00000000    
     76333  ROTY   0.00000000      0.00000000    
     76335  ROTY   0.00000000      0.00000000    
     76337  ROTY   0.00000000      0.00000000    
     76339  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.426

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76341  ROTY   0.00000000      0.00000000    
     76343  ROTY   0.00000000      0.00000000    
     76345  ROTY   0.00000000      0.00000000    
     76347  ROTY   0.00000000      0.00000000    
     76349  ROTY   0.00000000      0.00000000    
     76351  ROTY   0.00000000      0.00000000    
     76353  ROTY   0.00000000      0.00000000    
     76355  ROTY   0.00000000      0.00000000    
     76357  ROTY   0.00000000      0.00000000    
     76359  ROTY   0.00000000      0.00000000    
     76361  ROTY   0.00000000      0.00000000    
     76363  ROTY   0.00000000      0.00000000    
     76365  ROTY   0.00000000      0.00000000    
     76367  ROTY   0.00000000      0.00000000    
     76369  ROTY   0.00000000      0.00000000    
     76371  ROTY   0.00000000      0.00000000    
     76373  ROTY   0.00000000      0.00000000    
     76375  ROTY   0.00000000      0.00000000    
     76377  ROTY   0.00000000      0.00000000    
     76379  ROTY   0.00000000      0.00000000    
     76381  ROTY   0.00000000      0.00000000    
     76383  ROTY   0.00000000      0.00000000    
     76385  ROTY   0.00000000      0.00000000    
     76387  ROTY   0.00000000      0.00000000    
     76389  ROTY   0.00000000      0.00000000    
     76391  ROTY   0.00000000      0.00000000    
     76393  ROTY   0.00000000      0.00000000    
     76395  ROTY   0.00000000      0.00000000    
     76397  ROTY   0.00000000      0.00000000    
     76399  ROTY   0.00000000      0.00000000    
     76401  ROTY   0.00000000      0.00000000    
     76403  ROTY   0.00000000      0.00000000    
     76405  ROTY   0.00000000      0.00000000    
     76407  ROTY   0.00000000      0.00000000    
     76409  ROTY   0.00000000      0.00000000    
     76411  ROTY   0.00000000      0.00000000    
     76413  ROTY   0.00000000      0.00000000    
     76415  ROTY   0.00000000      0.00000000    
     76417  ROTY   0.00000000      0.00000000    
     76419  ROTY   0.00000000      0.00000000    
     76421  ROTY   0.00000000      0.00000000    
     76423  ROTY   0.00000000      0.00000000    
     76425  ROTY   0.00000000      0.00000000    
     76427  ROTY   0.00000000      0.00000000    
     76429  ROTY   0.00000000      0.00000000    
     76431  ROTY   0.00000000      0.00000000    
     76433  ROTY   0.00000000      0.00000000    
     76435  ROTY   0.00000000      0.00000000    
     76437  ROTY   0.00000000      0.00000000    
     76439  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.427

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     76441  ROTY   0.00000000      0.00000000    
     76443  ROTY   0.00000000      0.00000000    
     76445  ROTY   0.00000000      0.00000000    
     76447  ROTY   0.00000000      0.00000000    
     76449  ROTY   0.00000000      0.00000000    
     76451  ROTY   0.00000000      0.00000000    
     76453  ROTY   0.00000000      0.00000000    
     76455  ROTY   0.00000000      0.00000000    
     76457  ROTY   0.00000000      0.00000000    
     76459  ROTY   0.00000000      0.00000000    
     76461  ROTY   0.00000000      0.00000000    
     76463  ROTY   0.00000000      0.00000000    
     76465  ROTY   0.00000000      0.00000000    
     76467  ROTY   0.00000000      0.00000000    
     76469  ROTY   0.00000000      0.00000000    
     76471  ROTY   0.00000000      0.00000000    
     76473  ROTY   0.00000000      0.00000000    
     76475  ROTY   0.00000000      0.00000000    
     76477  ROTY   0.00000000      0.00000000    
     76479  ROTY   0.00000000      0.00000000    
