
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     77653  ROTY   0.00000000      0.00000000    
     77655  ROTY   0.00000000      0.00000000    
     77657  ROTY   0.00000000      0.00000000    
     77659  ROTY   0.00000000      0.00000000    
     77661  ROTY   0.00000000      0.00000000    
     77663  ROTY   0.00000000      0.00000000    
     77665  ROTY   0.00000000      0.00000000    
     77667  ROTY   0.00000000      0.00000000    
     77669  ROTY   0.00000000      0.00000000    
     77671  ROTY   0.00000000      0.00000000    
     77673  ROTY   0.00000000      0.00000000    
     77675  ROTY   0.00000000      0.00000000    
     77677  ROTY   0.00000000      0.00000000    
     77679  ROTY   0.00000000      0.00000000    
     77681  ROTY   0.00000000      0.00000000    
     77683  ROTY   0.00000000      0.00000000    
     77685  ROTY   0.00000000      0.00000000    
     77687  ROTY   0.00000000      0.00000000    
     77689  ROTY   0.00000000      0.00000000    
     77691  ROTY   0.00000000      0.00000000    
     77693  ROTY   0.00000000      0.00000000    
     77695  ROTY   0.00000000      0.00000000    
     77697  ROTY   0.00000000      0.00000000    
     77699  ROTY   0.00000000      0.00000000    
     77701  ROTY   0.00000000      0.00000000    
     77703  ROTY   0.00000000      0.00000000    
     77705  ROTY   0.00000000      0.00000000    
     77707  ROTY   0.00000000      0.00000000    
     77709  ROTY   0.00000000      0.00000000    
     77711  ROTY   0.00000000      0.00000000    
     77713  ROTY   0.00000000      0.00000000    
     77715  ROTY   0.00000000      0.00000000    
     77717  ROTY   0.00000000      0.00000000    
     77719  ROTY   0.00000000      0.00000000    
     77721  ROTY   0.00000000      0.00000000    
     77723  ROTY   0.00000000      0.00000000    
     77725  ROTY   0.00000000      0.00000000    
     77727  ROTY   0.00000000      0.00000000    
     77729  ROTY   0.00000000      0.00000000    
     77731  ROTY   0.00000000      0.00000000    
     77733  ROTY   0.00000000      0.00000000    
     77735  ROTY   0.00000000      0.00000000    
     77737  ROTY   0.00000000      0.00000000    
     77739  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.429

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     77741  ROTY   0.00000000      0.00000000    
     77743  ROTY   0.00000000      0.00000000    
     77745  ROTY   0.00000000      0.00000000    
     77747  ROTY   0.00000000      0.00000000    
     77749  ROTY   0.00000000      0.00000000    
     77751  ROTY   0.00000000      0.00000000    
     77753  ROTY   0.00000000      0.00000000    
     77755  ROTY   0.00000000      0.00000000    
     77757  ROTY   0.00000000      0.00000000    
     77759  ROTY   0.00000000      0.00000000    
     77761  ROTY   0.00000000      0.00000000    
     77763  ROTY   0.00000000      0.00000000    
     77765  ROTY   0.00000000      0.00000000    
     77767  ROTY   0.00000000      0.00000000    
     77769  ROTY   0.00000000      0.00000000    
     77771  ROTY   0.00000000      0.00000000    
     77773  ROTY   0.00000000      0.00000000    
     77775  ROTY   0.00000000      0.00000000    
     77777  ROTY   0.00000000      0.00000000    
     77779  ROTY   0.00000000      0.00000000    
     77781  ROTY   0.00000000      0.00000000    
     77783  ROTY   0.00000000      0.00000000    
     77785  ROTY   0.00000000      0.00000000    
     77787  ROTY   0.00000000      0.00000000    
     77789  ROTY   0.00000000      0.00000000    
     77791  ROTY   0.00000000      0.00000000    
     77793  ROTY   0.00000000      0.00000000    
     77795  ROTY   0.00000000      0.00000000    
     77797  ROTY   0.00000000      0.00000000    
     77799  ROTY   0.00000000      0.00000000    
     77801  ROTY   0.00000000      0.00000000    
     77803  ROTY   0.00000000      0.00000000    
     77805  ROTY   0.00000000      0.00000000    
     77807  ROTY   0.00000000      0.00000000    
     77809  ROTY   0.00000000      0.00000000    
     77811  ROTY   0.00000000      0.00000000    
     77813  ROTY   0.00000000      0.00000000    
     77815  ROTY   0.00000000      0.00000000    
     77817  ROTY   0.00000000      0.00000000    
     77819  ROTY   0.00000000      0.00000000    
     77821  ROTY   0.00000000      0.00000000    
     77823  ROTY   0.00000000      0.00000000    
     77825  ROTY   0.00000000      0.00000000    
     77827  ROTY   0.00000000      0.00000000    
     77829  ROTY   0.00000000      0.00000000    
     77831  ROTY   0.00000000      0.00000000    
     77833  ROTY   0.00000000      0.00000000    
     77835  ROTY   0.00000000      0.00000000    
     77837  ROTY   0.00000000      0.00000000    
     77839  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.429

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     77841  ROTY   0.00000000      0.00000000    
     77843  ROTY   0.00000000      0.00000000    
     77845  ROTY   0.00000000      0.00000000    
     77847  ROTY   0.00000000      0.00000000    
     77849  ROTY   0.00000000      0.00000000    
     77851  ROTY   0.00000000      0.00000000    
     77853  ROTY   0.00000000      0.00000000    
     77855  ROTY   0.00000000      0.00000000    
     77857  ROTY   0.00000000      0.00000000    
     77859  ROTY   0.00000000      0.00000000    
     77861  ROTY   0.00000000      0.00000000    
     77863  ROTY   0.00000000      0.00000000    
     77865  ROTY   0.00000000      0.00000000    
     77867  ROTY   0.00000000      0.00000000    
     77869  ROTY   0.00000000      0.00000000    
     77871  ROTY   0.00000000      0.00000000    
     77873  ROTY   0.00000000      0.00000000    
     77875  ROTY   0.00000000      0.00000000    
     77877  ROTY   0.00000000      0.00000000    
     77879  ROTY   0.00000000      0.00000000    
     77881  ROTY   0.00000000      0.00000000    
     77883  ROTY   0.00000000      0.00000000    
     77885  ROTY   0.00000000      0.00000000    
     77887  ROTY   0.00000000      0.00000000    
     77889  ROTY   0.00000000      0.00000000    
     77891  ROTY   0.00000000      0.00000000    
     77893  ROTY   0.00000000      0.00000000    
     77895  ROTY   0.00000000      0.00000000    
     77897  ROTY   0.00000000      0.00000000    
     77899  ROTY   0.00000000      0.00000000    
     77901  ROTY   0.00000000      0.00000000    
     77903  ROTY   0.00000000      0.00000000    
     77905  ROTY   0.00000000      0.00000000    
     77907  ROTY   0.00000000      0.00000000    
     77909  ROTY   0.00000000      0.00000000    
     77911  ROTY   0.00000000      0.00000000    
     77913  ROTY   0.00000000      0.00000000    
     77915  ROTY   0.00000000      0.00000000    
     77917  ROTY   0.00000000      0.00000000    
     77919  ROTY   0.00000000      0.00000000    
     77921  ROTY   0.00000000      0.00000000    
     77923  ROTY   0.00000000      0.00000000    
     77925  ROTY   0.00000000      0.00000000    
     77927  ROTY   0.00000000      0.00000000    
     77929  ROTY   0.00000000      0.00000000    
     77931  ROTY   0.00000000      0.00000000    
     77933  ROTY   0.00000000      0.00000000    
     77935  ROTY   0.00000000      0.00000000    
     77937  ROTY   0.00000000      0.00000000    
     77939  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.430

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     77941  ROTY   0.00000000      0.00000000    
     77943  ROTY   0.00000000      0.00000000    
     77945  ROTY   0.00000000      0.00000000    
     77947  ROTY   0.00000000      0.00000000    
     77949  ROTY   0.00000000      0.00000000    
     77951  ROTY   0.00000000      0.00000000    
     77953  ROTY   0.00000000      0.00000000    
     77955  ROTY   0.00000000      0.00000000    
     77957  ROTY   0.00000000      0.00000000    
     77959  ROTY   0.00000000      0.00000000    
     77961  ROTY   0.00000000      0.00000000    
     77963  ROTY   0.00000000      0.00000000    
     77965  ROTY   0.00000000      0.00000000    
     77967  ROTY   0.00000000      0.00000000    
     77969  ROTY   0.00000000      0.00000000    
     77971  ROTY   0.00000000      0.00000000    
     77973  ROTY   0.00000000      0.00000000    
     77975  ROTY   0.00000000      0.00000000    
     77977  ROTY   0.00000000      0.00000000    
     77979  ROTY   0.00000000      0.00000000    
     77981  ROTY   0.00000000      0.00000000    
     77983  ROTY   0.00000000      0.00000000    
     77985  ROTY   0.00000000      0.00000000    
     77987  ROTY   0.00000000      0.00000000    
     77989  ROTY   0.00000000      0.00000000    
     77991  ROTY   0.00000000      0.00000000    
     77993  ROTY   0.00000000      0.00000000    
     77995  ROTY   0.00000000      0.00000000    
     77997  ROTY   0.00000000      0.00000000    
     77999  ROTY   0.00000000      0.00000000    
     78001  ROTY   0.00000000      0.00000000    
     78003  ROTY   0.00000000      0.00000000    
     78005  ROTY   0.00000000      0.00000000    
     78007  ROTY   0.00000000      0.00000000    
     78009  ROTY   0.00000000      0.00000000    
     78011  ROTY   0.00000000      0.00000000    
     78013  ROTY   0.00000000      0.00000000    
     78015  ROTY   0.00000000      0.00000000    
     78017  ROTY   0.00000000      0.00000000    
     78019  ROTY   0.00000000      0.00000000    
     78021  ROTY   0.00000000      0.00000000    
     78023  ROTY   0.00000000      0.00000000    
     78025  ROTY   0.00000000      0.00000000    
     78027  ROTY   0.00000000      0.00000000    
     78029  ROTY   0.00000000      0.00000000    
     78031  ROTY   0.00000000      0.00000000    
     78033  ROTY   0.00000000      0.00000000    
     78035  ROTY   0.00000000      0.00000000    
     78037  ROTY   0.00000000      0.00000000    
     78039  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.430

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78041  ROTY   0.00000000      0.00000000    
     78043  ROTY   0.00000000      0.00000000    
     78045  ROTY   0.00000000      0.00000000    
     78047  ROTY   0.00000000      0.00000000    
     78049  ROTY   0.00000000      0.00000000    
     78051  ROTY   0.00000000      0.00000000    
     78053  ROTY   0.00000000      0.00000000    
     78055  ROTY   0.00000000      0.00000000    
     78057  ROTY   0.00000000      0.00000000    
     78059  ROTY   0.00000000      0.00000000    
     78061  ROTY   0.00000000      0.00000000    
     78063  ROTY   0.00000000      0.00000000    
     78065  ROTY   0.00000000      0.00000000    
     78067  ROTY   0.00000000      0.00000000    
     78069  ROTY   0.00000000      0.00000000    
     78071  ROTY   0.00000000      0.00000000    
     78073  ROTY   0.00000000      0.00000000    
     78075  ROTY   0.00000000      0.00000000    
     78077  ROTY   0.00000000      0.00000000    
     78079  ROTY   0.00000000      0.00000000    
     78081  ROTY   0.00000000      0.00000000    
     78083  ROTY   0.00000000      0.00000000    
     78085  ROTY   0.00000000      0.00000000    
     78087  ROTY   0.00000000      0.00000000    
     78089  ROTY   0.00000000      0.00000000    
     78091  ROTY   0.00000000      0.00000000    
     78093  ROTY   0.00000000      0.00000000    
     78095  ROTY   0.00000000      0.00000000    
     78097  ROTY   0.00000000      0.00000000    
     78099  ROTY   0.00000000      0.00000000    
     78101  ROTY   0.00000000      0.00000000    
     78103  ROTY   0.00000000      0.00000000    
     78105  ROTY   0.00000000      0.00000000    
     78107  ROTY   0.00000000      0.00000000    
     78109  ROTY   0.00000000      0.00000000    
     78111  ROTY   0.00000000      0.00000000    
     78113  ROTY   0.00000000      0.00000000    
     78115  ROTY   0.00000000      0.00000000    
     78117  ROTY   0.00000000      0.00000000    
     78119  ROTY   0.00000000      0.00000000    
     78121  ROTY   0.00000000      0.00000000    
     78123  ROTY   0.00000000      0.00000000    
     78125  ROTY   0.00000000      0.00000000    
     78127  ROTY   0.00000000      0.00000000    
     78129  ROTY   0.00000000      0.00000000    
     78131  ROTY   0.00000000      0.00000000    
     78133  ROTY   0.00000000      0.00000000    
     78135  ROTY   0.00000000      0.00000000    
     78137  ROTY   0.00000000      0.00000000    
     78139  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.430

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78141  ROTY   0.00000000      0.00000000    
     78143  ROTY   0.00000000      0.00000000    
     78145  ROTY   0.00000000      0.00000000    
     78147  ROTY   0.00000000      0.00000000    
     78149  ROTY   0.00000000      0.00000000    
     78151  ROTY   0.00000000      0.00000000    
     78153  ROTY   0.00000000      0.00000000    
     78155  ROTY   0.00000000      0.00000000    
     78157  ROTY   0.00000000      0.00000000    
     78159  ROTY   0.00000000      0.00000000    
     78161  ROTY   0.00000000      0.00000000    
     78163  ROTY   0.00000000      0.00000000    
     78165  ROTY   0.00000000      0.00000000    
     78167  ROTY   0.00000000      0.00000000    
     78169  ROTY   0.00000000      0.00000000    
     78171  ROTY   0.00000000      0.00000000    
     78173  ROTY   0.00000000      0.00000000    
     78175  ROTY   0.00000000      0.00000000    
     78177  ROTY   0.00000000      0.00000000    
     78179  ROTY   0.00000000      0.00000000    
     78181  ROTY   0.00000000      0.00000000    
     78183  ROTY   0.00000000      0.00000000    
     78185  ROTY   0.00000000      0.00000000    
     78187  ROTY   0.00000000      0.00000000    
     78189  ROTY   0.00000000      0.00000000    
     78191  ROTY   0.00000000      0.00000000    
     78193  ROTY   0.00000000      0.00000000    
     78195  ROTY   0.00000000      0.00000000    
     78197  ROTY   0.00000000      0.00000000    
     78199  ROTY   0.00000000      0.00000000    
     78201  ROTY   0.00000000      0.00000000    
     78203  ROTY   0.00000000      0.00000000    
     78205  ROTY   0.00000000      0.00000000    
     78207  ROTY   0.00000000      0.00000000    
     78209  ROTY   0.00000000      0.00000000    
     78211  ROTY   0.00000000      0.00000000    
     78213  ROTY   0.00000000      0.00000000    
     78215  ROTY   0.00000000      0.00000000    
     78217  ROTY   0.00000000      0.00000000    
     78219  ROTY   0.00000000      0.00000000    
     78221  ROTY   0.00000000      0.00000000    
     78223  ROTY   0.00000000      0.00000000    
     78225  ROTY   0.00000000      0.00000000    
     78227  ROTY   0.00000000      0.00000000    
     78229  ROTY   0.00000000      0.00000000    
     78231  ROTY   0.00000000      0.00000000    
     78233  ROTY   0.00000000      0.00000000    
     78235  ROTY   0.00000000      0.00000000    
     78237  ROTY   0.00000000      0.00000000    
     78239  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.430

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78241  ROTY   0.00000000      0.00000000    
     78243  ROTY   0.00000000      0.00000000    
     78245  ROTY   0.00000000      0.00000000    
     78247  ROTY   0.00000000      0.00000000    
     78249  ROTY   0.00000000      0.00000000    
     78251  ROTY   0.00000000      0.00000000    
     78253  ROTY   0.00000000      0.00000000    
     78255  ROTY   0.00000000      0.00000000    
     78257  ROTY   0.00000000      0.00000000    
     78259  ROTY   0.00000000      0.00000000    
     78261  ROTY   0.00000000      0.00000000    
     78263  ROTY   0.00000000      0.00000000    
     78265  ROTY   0.00000000      0.00000000    
     78267  ROTY   0.00000000      0.00000000    
     78269  ROTY   0.00000000      0.00000000    
     78271  ROTY   0.00000000      0.00000000    
     78273  ROTY   0.00000000      0.00000000    
     78275  ROTY   0.00000000      0.00000000    
     78277  ROTY   0.00000000      0.00000000    
     78279  ROTY   0.00000000      0.00000000    
     78281  ROTY   0.00000000      0.00000000    
     78283  ROTY   0.00000000      0.00000000    
     78285  ROTY   0.00000000      0.00000000    
     78287  ROTY   0.00000000      0.00000000    
     78289  ROTY   0.00000000      0.00000000    
     78291  ROTY   0.00000000      0.00000000    
     78293  ROTY   0.00000000      0.00000000    
     78295  ROTY   0.00000000      0.00000000    
     78297  ROTY   0.00000000      0.00000000    
     78299  ROTY   0.00000000      0.00000000    
     78301  ROTY   0.00000000      0.00000000    
     78303  ROTY   0.00000000      0.00000000    
     78305  ROTY   0.00000000      0.00000000    
     78307  ROTY   0.00000000      0.00000000    
     78309  ROTY   0.00000000      0.00000000    
     78311  ROTY   0.00000000      0.00000000    
     78313  ROTY   0.00000000      0.00000000    
     78315  ROTY   0.00000000      0.00000000    
     78317  ROTY   0.00000000      0.00000000    
     78319  ROTY   0.00000000      0.00000000    
     78321  ROTY   0.00000000      0.00000000    
     78323  ROTY   0.00000000      0.00000000    
     78325  ROTY   0.00000000      0.00000000    
     78327  ROTY   0.00000000      0.00000000    
     78329  ROTY   0.00000000      0.00000000    
     78331  ROTY   0.00000000      0.00000000    
     78333  ROTY   0.00000000      0.00000000    
     78335  ROTY   0.00000000      0.00000000    
     78337  ROTY   0.00000000      0.00000000    
     78339  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.431

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78341  ROTY   0.00000000      0.00000000    
     78343  ROTY   0.00000000      0.00000000    
     78345  ROTY   0.00000000      0.00000000    
     78347  ROTY   0.00000000      0.00000000    
     78349  ROTY   0.00000000      0.00000000    
     78351  ROTY   0.00000000      0.00000000    
     78353  ROTY   0.00000000      0.00000000    
     78355  ROTY   0.00000000      0.00000000    
     78357  ROTY   0.00000000      0.00000000    
     78359  ROTY   0.00000000      0.00000000    
     78361  ROTY   0.00000000      0.00000000    
     78363  ROTY   0.00000000      0.00000000    
     78365  ROTY   0.00000000      0.00000000    
     78367  ROTY   0.00000000      0.00000000    
     78369  ROTY   0.00000000      0.00000000    
     78371  ROTY   0.00000000      0.00000000    
     78373  ROTY   0.00000000      0.00000000    
     78375  ROTY   0.00000000      0.00000000    
     78377  ROTY   0.00000000      0.00000000    
     78379  ROTY   0.00000000      0.00000000    
     78381  ROTY   0.00000000      0.00000000    
     78383  ROTY   0.00000000      0.00000000    
     78385  ROTY   0.00000000      0.00000000    
     78387  ROTY   0.00000000      0.00000000    
     78389  ROTY   0.00000000      0.00000000    
     78391  ROTY   0.00000000      0.00000000    
     78393  ROTY   0.00000000      0.00000000    
     78395  ROTY   0.00000000      0.00000000    
     78397  ROTY   0.00000000      0.00000000    
     78399  ROTY   0.00000000      0.00000000    
     78401  ROTY   0.00000000      0.00000000    
     78403  ROTY   0.00000000      0.00000000    
     78405  ROTY   0.00000000      0.00000000    
     78407  ROTY   0.00000000      0.00000000    
     78409  ROTY   0.00000000      0.00000000    
     78411  ROTY   0.00000000      0.00000000    
     78413  ROTY   0.00000000      0.00000000    
     78415  ROTY   0.00000000      0.00000000    
     78417  ROTY   0.00000000      0.00000000    
     78419  ROTY   0.00000000      0.00000000    
     78421  ROTY   0.00000000      0.00000000    
     78423  ROTY   0.00000000      0.00000000    
     78425  ROTY   0.00000000      0.00000000    
     78427  ROTY   0.00000000      0.00000000    
     78429  ROTY   0.00000000      0.00000000    
     78431  ROTY   0.00000000      0.00000000    
     78433  ROTY   0.00000000      0.00000000    
     78435  ROTY   0.00000000      0.00000000    
     78437  ROTY   0.00000000      0.00000000    
     78439  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.431

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78441  ROTY   0.00000000      0.00000000    
     78443  ROTY   0.00000000      0.00000000    
     78445  ROTY   0.00000000      0.00000000    
     78447  ROTY   0.00000000      0.00000000    
     78449  ROTY   0.00000000      0.00000000    
     78451  ROTY   0.00000000      0.00000000    
     78453  ROTY   0.00000000      0.00000000    
     78455  ROTY   0.00000000      0.00000000    
     78457  ROTY   0.00000000      0.00000000    
     78459  ROTY   0.00000000      0.00000000    
     78461  ROTY   0.00000000      0.00000000    
     78463  ROTY   0.00000000      0.00000000    
     78465  ROTY   0.00000000      0.00000000    
     78467  ROTY   0.00000000      0.00000000    
     78469  ROTY   0.00000000      0.00000000    
     78471  ROTY   0.00000000      0.00000000    
     78473  ROTY   0.00000000      0.00000000    
     78475  ROTY   0.00000000      0.00000000    
     78477  ROTY   0.00000000      0.00000000    
     78479  ROTY   0.00000000      0.00000000    
     78481  ROTY   0.00000000      0.00000000    
     78483  ROTY   0.00000000      0.00000000    
     78485  ROTY   0.00000000      0.00000000    
     78487  ROTY   0.00000000      0.00000000    
     78489  ROTY   0.00000000      0.00000000    
     78491  ROTY   0.00000000      0.00000000    
     78493  ROTY   0.00000000      0.00000000    
     78495  ROTY   0.00000000      0.00000000    
     78497  ROTY   0.00000000      0.00000000    
     78499  ROTY   0.00000000      0.00000000    
     78501  ROTY   0.00000000      0.00000000    
     78503  ROTY   0.00000000      0.00000000    
     78505  ROTY   0.00000000      0.00000000    
     78507  ROTY   0.00000000      0.00000000    
     78509  ROTY   0.00000000      0.00000000    
     78511  ROTY   0.00000000      0.00000000    
     78513  ROTY   0.00000000      0.00000000    
     78515  ROTY   0.00000000      0.00000000    
     78517  ROTY   0.00000000      0.00000000    
     78519  ROTY   0.00000000      0.00000000    
     78521  ROTY   0.00000000      0.00000000    
     78523  ROTY   0.00000000      0.00000000    
     78525  ROTY   0.00000000      0.00000000    
     78527  ROTY   0.00000000      0.00000000    
     78529  ROTY   0.00000000      0.00000000    
     78531  ROTY   0.00000000      0.00000000    
     78533  ROTY   0.00000000      0.00000000    
     78535  ROTY   0.00000000      0.00000000    
     78537  ROTY   0.00000000      0.00000000    
     78539  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.431

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78541  ROTY   0.00000000      0.00000000    
     78543  ROTY   0.00000000      0.00000000    
     78545  ROTY   0.00000000      0.00000000    
     78547  ROTY   0.00000000      0.00000000    
     78549  ROTY   0.00000000      0.00000000    
     78551  ROTY   0.00000000      0.00000000    
     78553  ROTY   0.00000000      0.00000000    
     78555  ROTY   0.00000000      0.00000000    
     78557  ROTY   0.00000000      0.00000000    
     78559  ROTY   0.00000000      0.00000000    
     78561  ROTY   0.00000000      0.00000000    
     78563  ROTY   0.00000000      0.00000000    
     78565  ROTY   0.00000000      0.00000000    
     78567  ROTY   0.00000000      0.00000000    
     78569  ROTY   0.00000000      0.00000000    
     78571  ROTY   0.00000000      0.00000000    
     78573  ROTY   0.00000000      0.00000000    
     78575  ROTY   0.00000000      0.00000000    
     78577  ROTY   0.00000000      0.00000000    
     78579  ROTY   0.00000000      0.00000000    
     78581  ROTY   0.00000000      0.00000000    
     78583  ROTY   0.00000000      0.00000000    
     78585  ROTY   0.00000000      0.00000000    
     78587  ROTY   0.00000000      0.00000000    
     78589  ROTY   0.00000000      0.00000000    
     78591  ROTY   0.00000000      0.00000000    
     78593  ROTY   0.00000000      0.00000000    
     78595  ROTY   0.00000000      0.00000000    
     78597  ROTY   0.00000000      0.00000000    
     78599  ROTY   0.00000000      0.00000000    
     78601  ROTY   0.00000000      0.00000000    
     78603  ROTY   0.00000000      0.00000000    
     78605  ROTY   0.00000000      0.00000000    
     78607  ROTY   0.00000000      0.00000000    
     78609  ROTY   0.00000000      0.00000000    
     78611  ROTY   0.00000000      0.00000000    
     78613  ROTY   0.00000000      0.00000000    
     78615  ROTY   0.00000000      0.00000000    
     78617  ROTY   0.00000000      0.00000000    
     78619  ROTY   0.00000000      0.00000000    
     78621  ROTY   0.00000000      0.00000000    
     78623  ROTY   0.00000000      0.00000000    
     78625  ROTY   0.00000000      0.00000000    
     78627  ROTY   0.00000000      0.00000000    
     78629  ROTY   0.00000000      0.00000000    
     78631  ROTY   0.00000000      0.00000000    
     78633  ROTY   0.00000000      0.00000000    
     78635  ROTY   0.00000000      0.00000000    
     78637  ROTY   0.00000000      0.00000000    
     78639  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.431

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     78641  ROTY   0.00000000      0.00000000    
     78643  ROTY   0.00000000      0.00000000    
     78645  ROTY   0.00000000      0.00000000    
     78647  ROTY   0.00000000      0.00000000    
     78649  ROTY   0.00000000      0.00000000    
     78651  ROTY   0.00000000      0.00000000    
     78653  ROTY   0.00000000      0.00000000    
     78655  ROTY   0.00000000      0.00000000    
     78657  ROTY   0.00000000      0.00000000    
     78659  ROTY   0.00000000      0.00000000    
     78661  ROTY   0.00000000      0.00000000    
     78663  ROTY   0.00000000      0.00000000    
     78665  ROTY   0.00000000      0.00000000    
     78667  ROTY   0.00000000      0.00000000    
     78669  ROTY   0.00000000      0.00000000    
     78671  ROTY   0.00000000      0.00000000    
     78673  ROTY   0.00000000      0.00000000    
     78675  ROTY   0.00000000      0.00000000    
     78677  ROTY   0.00000000      0.00000000    
     78679  ROTY   0.00000000      0.00000000    
     78681  ROTY   0.00000000      0.00000000    
     78683  ROTY   0.00000000      0.00000000    
     78685  ROTY   0.00000000      0.00000000    
     78687  ROTY   0.00000000      0.00000000    
     78689  ROTY   0.00000000      0.00000000    
     78691  ROTY   0.00000000      0.00000000    
     78693  ROTY   0.00000000      0.00000000    
     78695  ROTY   0.00000000      0.00000000    
     78697  ROTY   0.00000000      0.00000000    
     78699  ROTY   0.00000000      0.00000000    
     78701  ROTY   0.00000000      0.00000000    
     78703  ROTY   0.00000000      0.00000000    
     78705  ROTY   0.00000000      0.00000000    
     78707  ROTY   0.00000000      0.00000000    
     78709  ROTY   0.00000000      0.00000000    
     78711  ROTY   0.00000000      0.00000000    
     78713  ROTY   0.00000000      0.00000000    
     78715  ROTY   0.00000000      0.00000000    
     78717  ROTY   0.00000000      0.00000000    
     78719  ROTY   0.00000000      0.00000000    
     78721  ROTY   0.00000000      0.00000000    
     78723  ROTY   0.00000000      0.00000000    
     78725  ROTY   0.00000000      0.00000000    
     78727  ROTY   0.00000000      0.00000000    
     78729  ROTY   0.00000000      0.00000000    
     78731  ROTY   0.00000000      0.00000000    
     78733  ROTY   0.00000000      0.00000000    
     78735  ROTY   0.00000000      0.00000000    
     78737  ROTY   0.00000000      0.00000000    
