mode,freq,family,symmetry,order_hint,local_gate,share_L,share_V,share_T,side_ratio,r_gate,r_toppost,r_cable_t4,effm_x,effm_y,effm_z,effm_rx,effm_ry,effm_rz
68,0.3453056710294295,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.673490938778916e-08,53.38916476448784,1.135104040437786e-07,2828670761294.093,1256581.86591373,603752668653522.5
69,0.3473470926622509,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.714350437862855,1.524407151146189e-07,67.73277200150012,10311.14551117583,754998333339949.4,1730538.43588702
70,0.348349367826904,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.997625689201656e-11,0.2700989223981732,7.089088593145981e-11,40073884744.58429,4.702722281719386,179427978124.8339
71,0.3543461337554109,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.336499582157175e-08,1.947170167567586,2.866436950805133e-07,255185921725.1228,3224835.054292627,22690475784918.51
72,0.3589985478629187,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.446534305517382e-07,0.09294184772548919,1.464690511829564e-08,11349330062.07002,218542.1040051611,341439416859.127
73,0.3651434795937804,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.93725236852235e-06,0.0001347585286167175,3.157970772378605e-10,14493936.7754561,8330465.1235224,21186424304134.04
74,0.3657442516742295,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.716682341482376e-05,2.930299788197403e-09,2.33838687600686e-08,505.9271715242845,140619812.9502285,12096106.12208509
75,0.3673097775857939,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.54744320446541,1.190750826365738e-09,0.0003532520200299697,150.3969742215396,20390528632428.37,6766441.877685545
76,0.3686924691961196,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.845238017597277e-08,50.46047868730463,2.48569253480909e-07,1973393955091.865,53240.42905920577,7193895597619.997
77,0.3714070532428522,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.47720691526556,4.544365487590195e-07,53.6379722285209,24937.71960348463,11622899318070.13,59529.44478759814
78,0.3750957648082265,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.639825662761737e-07,8.939772567001389e-06,4.944598128777392e-11,2093158.277704934,919146.3316264518,275258478175.3461
79,0.3798921563290276,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.552631906987054e-07,1.564384358232504,1.288390853967956e-06,169855881200.4979,288938.2449202429,162987613279.3445
80,0.3837647983664212,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.044091903594937e-06,0.0007214641926298826,3.447260787021293e-08,83177459.85978177,194022.5062293325,126312172184.8857
